-3.50E+02,-5.06E-08,5VStep
-3.45E+02,1.11E-06,
-3.40E+02,3.72E-06,
-3.35E+02,9.59E-06,
-3.30E+02,1.78E-05,
-3.25E+02,2.57E-05,
-3.20E+02,3.62E-05,
-3.15E+02,4.79E-05,
-3.10E+02,6.26E-05,
-3.05E+02,8.30E-05,
-3.00E+02,1.13E-04,
-2.95E+02,1.61E-04,
-2.90E+02,2.36E-04,
-2.85E+02,3.80E-04,
-2.80E+02,5.83E-04,
-2.75E+02,8.49E-04,
-2.70E+02,1.11E-03,
-2.65E+02,1.11E-03,
-2.60E+02,1.11E-03,
-2.55E+02,1.11E-03,
-2.50E+02,1.11E-03,
-2.45E+02,1.11E-03,
-2.40E+02,1.11E-03,
-3.50E+02,-1.99E-08,1VStep
-3.49E+02,2.37E-07,
-3.48E+02,4.71E-07,
-3.47E+02,7.23E-07,
-3.46E+02,1.02E-06,
-3.45E+02,1.37E-06,
-3.44E+02,1.77E-06,
-3.43E+02,2.27E-06,
-3.42E+02,2.85E-06,
-3.41E+02,3.54E-06,
-3.40E+02,4.37E-06,
-3.39E+02,5.35E-06,
-3.38E+02,6.50E-06,
-3.37E+02,7.83E-06,
-3.36E+02,9.29E-06,
-3.35E+02,1.09E-05,
-3.34E+02,1.25E-05,
-3.33E+02,1.42E-05,
-3.32E+02,1.60E-05,
-3.31E+02,1.77E-05,
-3.30E+02,1.95E-05,
-3.29E+02,2.10E-05,
-3.28E+02,2.30E-05,
-3.27E+02,2.49E-05,
-3.26E+02,2.68E-05,
-3.25E+02,2.87E-05,
-3.24E+02,3.06E-05,
-3.23E+02,3.26E-05,
-3.22E+02,3.46E-05,
-3.21E+02,3.66E-05,
-3.20E+02,3.87E-05,
-3.19E+02,4.09E-05,
-3.18E+02,4.31E-05,
-3.17E+02,4.54E-05,
-3.16E+02,4.78E-05,
-3.15E+02,5.03E-05,
-3.14E+02,5.29E-05,
-3.13E+02,5.56E-05,
-3.12E+02,5.86E-05,
-3.11E+02,6.17E-05,
-3.10E+02,6.50E-05,
-3.09E+02,6.85E-05,
-3.08E+02,7.22E-05,
-3.07E+02,7.62E-05,
-3.06E+02,8.05E-05,
-3.05E+02,8.51E-05,
-3.04E+02,9.01E-05,
-3.03E+02,9.56E-05,
-3.02E+02,1.01E-04,
-3.01E+02,1.08E-04,
-3.00E+02,1.15E-04,
-2.99E+02,1.22E-04,
-2.98E+02,1.31E-04,
-2.97E+02,1.40E-04,
-2.96E+02,1.50E-04,
-2.95E+02,1.61E-04,
-2.94E+02,1.74E-04,
-2.93E+02,1.87E-04,
-2.92E+02,2.03E-04,
-2.91E+02,2.19E-04,
-2.90E+02,2.39E-04,
-2.89E+02,2.61E-04,
-2.88E+02,2.85E-04,
-2.87E+02,3.13E-04,
-2.86E+02,3.43E-04,
-2.85E+02,3.84E-04,
-2.84E+02,4.40E-04,
-2.83E+02,4.76E-04,
-2.82E+02,5.14E-04,
-2.81E+02,5.55E-04,
-2.80E+02,5.99E-04,
-2.79E+02,6.48E-04,
-2.78E+02,7.02E-04,
-2.77E+02,7.63E-04,
-2.76E+02,8.29E-04,
-2.75E+02,8.90E-04,
-2.74E+02,9.53E-04,
-2.73E+02,1.03E-03,
-2.72E+02,1.10E-03,
-2.71E+02,1.11E-03,
-2.70E+02,1.11E-03,
-2.69E+02,1.11E-03,
-2.68E+02,1.11E-03,
-2.67E+02,1.11E-03,
-2.66E+02,1.11E-03,
-2.65E+02,1.11E-03,
-2.64E+02,1.11E-03,
-2.63E+02,1.11E-03,
-2.62E+02,1.11E-03,
-2.61E+02,1.11E-03,
-2.60E+02,1.11E-03,
-2.59E+02,1.11E-03,
-2.58E+02,1.11E-03,
-2.57E+02,1.11E-03,
-2.56E+02,1.11E-03,
-2.55E+02,1.11E-03,
-2.54E+02,1.11E-03,
-2.53E+02,1.11E-03,
-2.52E+02,1.11E-03,
-2.51E+02,1.11E-03,
-2.50E+02,1.11E-03,
-2.49E+02,1.11E-03,
-2.48E+02,1.11E-03,
-2.47E+02,1.11E-03,
-2.46E+02,1.11E-03,
-2.45E+02,1.11E-03,
-2.44E+02,1.11E-03,
-2.43E+02,1.11E-03,
-2.42E+02,1.11E-03,
-2.41E+02,1.11E-03,
-2.40E+02,1.11E-03,
