-3.50E+02,3.80E-06,1Vstep,,,,,,,,
-3.49E+02,7.90E-06,,,,,,,,,
-3.48E+02,1.35E-05,,,,,,,,,
-3.47E+02,2.05E-05,,,,,,,,,
-3.46E+02,2.36E-05,,,,,,,,,
-3.45E+02,3.30E-05,,,,,,,,,
-3.44E+02,4.24E-05,,,,,,,,,
-3.43E+02,4.95E-05,,,,,,,,,
-3.42E+02,5.46E-05,,,,,,,,,
-3.41E+02,5.76E-05,,,,,,,,,
-3.40E+02,6.22E-05,,,,,,,,,
-3.39E+02,6.32E-05,,,,,,,,,
-3.38E+02,6.69E-05,,,,,,,,,
-3.37E+02,7.24E-05,,,,,,,,,
-3.36E+02,7.59E-05,,,,,,,,,
-3.35E+02,8.00E-05,,,,,,,,,
-3.34E+02,8.42E-05,,,,,,,,,
-3.33E+02,8.75E-05,,,,,,,,,
-3.32E+02,9.16E-05,,,,,,,,,
-3.31E+02,9.57E-05,,,,,,,,,
-3.30E+02,1.01E-04,,,,,,,,,
-3.29E+02,1.06E-04,,,,,,,,,
-3.28E+02,1.11E-04,,,,,,,,,
-3.27E+02,1.16E-04,,,,,,,,,
-3.26E+02,1.21E-04,,,,,,,,,
-3.25E+02,1.26E-04,,,,,,,,,
-3.24E+02,1.32E-04,,,,,,,,,
-3.23E+02,1.38E-04,,,,,,,,,
-3.22E+02,1.43E-04,,,,,,,,,
-3.21E+02,1.50E-04,,,,,,,,,
-3.20E+02,1.57E-04,,,,,,,,,
-3.19E+02,1.62E-04,,,,,,,,,
-3.18E+02,1.69E-04,,,,,,,,,
-3.17E+02,1.74E-04,,,,,,,,,
-3.16E+02,1.81E-04,,,,,,,,,
-3.15E+02,1.87E-04,,,,,,,,,
-3.14E+02,1.93E-04,,,,,,,,,
-3.13E+02,1.99E-04,,,,,,,,,
-3.12E+02,2.06E-04,,,,,,,,,
-3.11E+02,2.13E-04,,,,,,,,,
-3.10E+02,2.20E-04,,,,,,,,,
-3.09E+02,2.26E-04,,,,,,,,,
-3.08E+02,2.33E-04,,,,,,,,,
-3.07E+02,2.40E-04,,,,,,,,,
-3.06E+02,2.47E-04,,,,,,,,,
-3.05E+02,2.54E-04,,,,,,,,,
-3.04E+02,2.61E-04,,,,,,,,,
-3.03E+02,2.69E-04,,,,,,,,,
-3.02E+02,2.76E-04,,,,,,,,,
-3.01E+02,2.84E-04,,,,,,,,,
-3.00E+02,2.92E-04,,,,,,,,,
-2.99E+02,3.00E-04,,,,,,,,,
-2.98E+02,3.08E-04,,,,,,,,,
-2.97E+02,3.17E-04,,,,,,,,,
-2.96E+02,3.25E-04,,,,,,,,,
-2.95E+02,3.33E-04,,,,,,,,,
-2.94E+02,3.43E-04,,,,,,,,,
-2.93E+02,3.52E-04,,,,,,,,,
-2.92E+02,3.61E-04,,,,,,,,,
-2.91E+02,3.70E-04,,,,,,,,,
-2.90E+02,3.79E-04,,,,,,,,,
-2.89E+02,3.88E-04,,,,,,,,,
-2.88E+02,3.96E-04,,,,,,,,,
-2.87E+02,4.06E-04,,,,,,,,,
-2.86E+02,4.15E-04,,,,,,,,,
-2.85E+02,4.24E-04,,,,,,,,,
-2.84E+02,4.33E-04,,,,,,,,,
-2.83E+02,4.42E-04,,,,,,,,,
-2.82E+02,4.52E-04,,,,,,,,,
-2.81E+02,4.60E-04,,,,,,,,,
-2.80E+02,4.69E-04,,,,,,,,,
-2.79E+02,4.76E-04,,,,,,,,,
-2.78E+02,4.87E-04,,,,,,,,,
-2.77E+02,4.95E-04,,,,,,,,,
-2.76E+02,5.05E-04,,,,,,,,,
-2.75E+02,5.13E-04,,,,,,,,,
-2.74E+02,5.23E-04,,,,,,,,,
-2.73E+02,5.34E-04,,,,,,,,,
-2.72E+02,5.43E-04,,,,,,,,,
-2.71E+02,5.54E-04,,,,,,,,,
-2.70E+02,5.62E-04,,,,,,,,,
-2.69E+02,5.72E-04,,,,,,,,,
-2.68E+02,5.82E-04,,,,,,,,,
-2.67E+02,5.91E-04,,,,,,,,,
-2.66E+02,5.99E-04,,,,,,,,,
-2.65E+02,6.09E-04,,,,,,,,,
-2.64E+02,6.20E-04,,,,,,,,,
-2.63E+02,6.28E-04,,,,,,,,,
-2.62E+02,6.37E-04,,,,,,,,,
-2.61E+02,6.48E-04,,,,,,,,,
-2.60E+02,6.57E-04,,,,,,,,,
-2.59E+02,6.67E-04,,,,,,,,,
-2.58E+02,6.77E-04,,,,,,,,,
-2.57E+02,6.89E-04,,,,,,,,,
-2.56E+02,6.95E-04,,,,,,,,,
-2.55E+02,7.05E-04,,,,,,,,,
-2.54E+02,7.16E-04,,,,,,,,,
-2.53E+02,7.30E-04,,,,,,,,,
-2.52E+02,7.41E-04,,,,,,,,,
-2.51E+02,7.50E-04,,,,,,,,,
-2.50E+02,7.55E-04,,,,,,,,,
-2.49E+02,7.69E-04,,,,,,,,,
-2.48E+02,7.78E-04,,,,,,,,,
-2.47E+02,7.92E-04,,,,,,,,,
-2.46E+02,8.02E-04,,,,,,,,,
-2.45E+02,8.12E-04,,,,,,,,,
-2.44E+02,8.24E-04,,,,,,,,,
-2.43E+02,8.34E-04,,,,,,,,,
-2.42E+02,8.47E-04,,,,,,,,,
-2.41E+02,8.58E-04,,,,,,,,,
-2.40E+02,8.68E-04,,,,,,,,,
-3.70E+02,-9.84E-08,5Vstep,,,,,,,,
-3.65E+02,2.00E-06,,,,,,,,,
-3.60E+02,5.92E-06,,,,,,,,,
-3.55E+02,1.19E-05,,,,,,,,,
-3.50E+02,2.20E-05,,,,,,,,,
-3.45E+02,3.53E-05,,,,,,,,,
-3.40E+02,4.87E-05,,,,,,,,,
-3.35E+02,7.06E-05,,,,,,,,,
-3.30E+02,9.48E-05,,,,,,,,,
-3.25E+02,1.26E-04,,,,,,,,,
-3.20E+02,1.61E-04,,,,,,,,,
-3.15E+02,1.94E-04,,,,,,,,,
-3.10E+02,2.30E-04,,,,,,,,,
-3.05E+02,2.67E-04,,,,,,,,,
-3.00E+02,3.07E-04,,,,,,,,,
