0,3.99E-15,-4.47E-14,4.34E-13,-3.02E-14,-1.60E-20
0.1,-2.76E-14,-1.79E-14,7.80E-14,1.03E-13,-3.20E-20
0.2,-5.70E-14,-6.48E-14,6.58E-14,9.39E-14,-4.81E-20
0.3,1.00E-14,-4.61E-14,-4.79E-14,7.14E-14,-6.41E-20
0.4,-3.67E-14,-4.97E-14,3.40E-14,6.76E-14,-8.01E-20
0.5,-4.87E-14,-9.20E-14,-3.63E-14,6.52E-14,-9.61E-20
0.6,-3.50E-14,-6.00E-14,2.41E-14,7.40E-14,-1.12E-19
0.7,-2.68E-14,-9.94E-14,-3.18E-14,2.18E-15,-1.28E-19
0.8,-4.05E-14,-4.46E-15,-5.32E-14,8.69E-14,-1.44E-19
0.9,-2.88E-14,-9.94E-14,-1.09E-14,2.69E-14,-1.60E-19
1,-1.63E-14,-2.70E-14,-8.89E-15,3.80E-14,-1.76E-19
1.1,7.38E-14,-3.10E-14,-3.06E-15,-3.08E-14,-1.92E-19
1.2,1.17E-15,-7.25E-14,-2.50E-14,-1.13E-14,-2.08E-19
1.3,3.53E-13,-5.15E-14,4.97E-14,5.61E-14,-2.24E-19
1.4,-4.41E-14,-1.15E-13,-4.51E-14,6.00E-15,-2.40E-19
1.5,-6.10E-14,-6.16E-14,5.09E-14,6.41E-14,-2.56E-19
1.6,-7.57E-14,-2.02E-14,-2.66E-14,4.74E-14,-2.72E-19
1.7,-1.20E-13,-7.13E-14,9.84E-14,6.80E-14,-2.88E-19
1.8,-1.16E-13,-4.05E-14,-4.17E-14,1.33E-13,-3.04E-19
1.9,-1.92E-13,1.89E-14,9.73E-14,7.41E-15,-3.20E-19
2,-2.49E-13,-1.10E-13,8.45E-14,2.92E-13,-3.36E-19
2.1,-3.73E-13,-1.13E-13,5.51E-14,1.61E-14,-3.52E-19
2.2,-5.34E-13,-1.51E-13,1.59E-14,1.95E-13,-3.68E-19
2.3,-5.80E-13,-1.96E-13,1.45E-14,-1.29E-14,-3.84E-19
2.4,-8.28E-13,-2.35E-13,1.50E-13,2.86E-13,-4.01E-19
2.5,-1.04E-12,-3.12E-13,-2.06E-13,3.90E-14,-4.17E-19
2.6,-1.37E-12,-4.58E-13,1.05E-13,-2.58E-13,-4.33E-19
2.7,-1.67E-12,-5.72E-13,1.61E-13,4.79E-15,-4.49E-19
2.8,-2.06E-12,-7.84E-13,-3.07E-13,2.12E-13,-4.65E-19
2.9,-2.57E-12,-9.52E-13,-3.65E-13,-1.91E-13,-4.81E-19
3,-3.14E-12,-1.18E-12,-5.01E-13,-1.50E-13,-4.97E-19
3.1,-3.86E-12,-1.44E-12,-5.49E-13,-2.25E-13,-5.13E-19
3.2,-4.68E-12,-1.76E-12,-7.34E-13,3.82E-14,-5.29E-19
3.3,-5.73E-12,-2.11E-12,-3.72E-13,-2.34E-13,-5.45E-19
3.4,-6.79E-12,-2.54E-12,-1.37E-12,4.81E-14,-5.61E-19
3.5,-6.77E-12,-3.02E-12,-1.50E-12,-6.85E-13,-5.77E-19
3.6,-9.55E-12,-3.61E-12,-1.51E-12,-1.13E-14,-5.93E-19
3.7,-1.12E-11,-4.26E-12,-1.92E-12,-8.51E-14,-6.09E-19
3.8,-1.32E-11,-4.96E-12,-2.89E-12,-3.61E-13,-6.25E-19
3.9,-1.53E-11,-5.90E-12,-2.84E-12,-9.25E-13,-6.41E-19
4,-1.78E-11,-6.89E-12,-3.74E-12,-1.29E-12,-6.57E-19
4.1,-2.05E-11,-8.05E-12,-3.99E-12,-1.06E-12,-6.73E-19
4.2,-2.37E-11,-9.26E-12,-4.46E-12,-7.94E-13,-6.89E-19
4.3,-2.72E-11,-1.08E-11,-5.56E-12,-1.70E-12,-7.05E-19
4.4,-3.12E-11,-1.24E-11,-6.43E-12,-2.33E-12,-7.21E-19
4.5,-3.56E-11,-1.41E-11,-7.06E-12,-1.54E-12,-7.37E-19
4.6,-4.05E-11,-1.61E-11,-7.84E-12,-1.31E-12,-7.53E-19
4.7,-4.61E-11,-1.83E-11,-8.75E-12,-2.65E-12,-7.69E-19
4.8,-5.21E-11,-2.08E-11,-9.86E-12,-2.89E-12,-7.85E-19
4.9,-5.88E-11,-2.34E-11,-1.14E-11,-3.87E-12,-8.01E-19
5,-6.62E-11,-2.68E-11,-1.28E-11,-4.41E-12,-8.17E-19
5.1,-7.44E-11,-3.01E-11,-1.53E-11,-5.46E-12,-8.33E-19
5.2,-8.34E-11,-3.34E-11,-1.66E-11,-5.55E-12,-8.49E-19
5.3,-9.32E-11,-3.79E-11,-1.74E-11,-5.81E-12,-8.65E-19
5.4,-1.04E-10,-4.27E-11,-2.08E-11,-7.64E-12,-8.81E-19
5.5,-1.15E-10,-4.76E-11,-2.18E-11,-7.46E-12,-8.97E-19
5.6,-1.28E-10,-5.22E-11,-2.52E-11,-8.90E-12,-9.13E-19
5.7,-1.42E-10,-5.84E-11,-2.75E-11,-9.46E-12,-9.29E-19
5.8,-1.57E-10,-6.54E-11,-3.03E-11,-1.19E-11,-9.45E-19
5.9,-1.73E-10,-7.20E-11,-3.36E-11,-1.16E-11,-9.61E-19
6,-1.91E-10,-8.01E-11,-3.71E-11,-1.09E-11,-9.77E-19
6.1,-2.10E-10,-8.66E-11,-4.05E-11,-1.46E-11,-9.93E-19
6.2,-2.30E-10,-9.63E-11,-4.47E-11,-1.51E-11,-1.01E-18
6.3,-2.51E-10,-1.05E-10,-4.94E-11,-1.66E-11,-1.03E-18
6.4,-2.73E-10,-1.14E-10,-5.32E-11,-1.93E-11,-1.04E-18
6.5,-2.96E-10,-1.23E-10,-5.77E-11,-1.98E-11,-1.06E-18
6.6,-3.17E-10,-1.33E-10,-6.23E-11,-2.09E-11,-1.07E-18
6.7,-3.39E-10,-1.41E-10,-6.68E-11,-2.35E-11,-1.09E-18
6.8,-3.60E-10,-1.51E-10,-7.28E-11,-2.52E-11,-1.11E-18
6.9,-3.79E-10,-1.61E-10,-7.85E-11,-2.78E-11,-1.12E-18
7,-3.97E-10,-1.70E-10,-8.35E-11,-2.97E-11,-1.14E-18
7.1,-4.14E-10,-1.79E-10,-8.85E-11,-3.21E-11,-1.15E-18
7.2,-4.26E-10,-1.87E-10,-9.46E-11,-3.44E-11,-1.17E-18
7.3,-4.41E-10,-1.96E-10,-1.00E-10,-3.71E-11,-1.19E-18
7.4,-4.51E-10,-2.04E-10,-1.07E-10,-4.07E-11,-1.20E-18
7.5,-4.58E-10,-2.11E-10,-1.12E-10,-4.40E-11,-1.22E-18
7.6,-4.64E-10,-2.18E-10,-1.19E-10,-4.68E-11,-1.23E-18
7.7,-4.69E-10,-2.24E-10,-1.25E-10,-4.95E-11,-1.25E-18
7.8,-4.71E-10,-2.30E-10,-1.32E-10,-5.28E-11,-1.27E-18
7.9,-4.72E-10,-2.36E-10,-1.37E-10,-5.60E-11,-1.28E-18
8,-4.72E-10,-2.41E-10,-1.43E-10,-5.97E-11,-1.30E-18
8.1,-4.71E-10,-2.44E-10,-1.48E-10,-6.42E-11,-1.31E-18
8.2,-4.70E-10,-2.48E-10,-1.56E-10,-6.84E-11,-1.33E-18
8.3,-4.69E-10,-2.52E-10,-1.62E-10,-7.12E-11,-1.35E-18
8.4,-4.68E-10,-2.55E-10,-1.66E-10,-7.49E-11,-1.36E-18
8.5,-4.66E-10,-2.58E-10,-1.69E-10,-7.80E-11,-1.38E-18
8.6,-4.66E-10,-2.61E-10,-1.75E-10,-8.35E-11,-1.39E-18
8.7,-4.67E-10,-2.64E-10,-1.83E-10,-8.94E-11,-1.41E-18
8.8,-4.70E-10,-2.67E-10,-1.85E-10,-9.26E-11,-1.43E-18
8.9,-4.74E-10,-2.70E-10,-1.88E-10,-9.70E-11,-1.44E-18
9,-4.80E-10,-2.73E-10,-1.93E-10,-1.01E-10,-1.46E-18
9.1,-4.89E-10,-2.78E-10,-1.98E-10,-1.02E-10,-1.47E-18
9.2,-5.00E-10,-2.82E-10,-2.02E-10,-1.07E-10,-1.49E-18
9.3,-5.14E-10,-2.88E-10,-2.05E-10,-1.15E-10,-1.51E-18
9.4,-5.33E-10,-2.95E-10,-2.09E-10,-1.19E-10,-1.52E-18
9.5,-5.55E-10,-3.04E-10,-2.13E-10,-1.22E-10,-1.54E-18
9.6,-5.80E-10,-3.14E-10,-2.16E-10,-1.27E-10,-1.55E-18
9.7,-6.11E-10,-3.25E-10,-2.19E-10,-1.36E-10,-1.57E-18
9.8,-6.47E-10,-3.39E-10,-2.23E-10,-1.39E-10,-1.59E-18
9.9,-6.89E-10,-3.53E-10,-2.27E-10,-1.42E-10,-1.60E-18
10,-7.36E-10,-3.71E-10,-2.34E-10,-1.45E-10,-1.62E-18
10.1,-7.91E-10,-3.91E-10,-2.39E-10,-1.52E-10,-1.63E-18
10.2,-8.51E-10,-4.14E-10,-2.47E-10,-1.56E-10,-1.65E-18
10.3,-9.18E-10,-4.40E-10,-2.55E-10,-1.57E-10,-1.67E-18
10.4,-9.93E-10,-4.66E-10,-2.65E-10,-1.63E-10,-1.68E-18
10.5,-1.07E-09,-4.97E-10,-2.76E-10,-1.68E-10,-1.70E-18
10.6,-1.16E-09,-5.34E-10,-2.88E-10,-1.72E-10,-1.71E-18
10.7,-1.26E-09,-5.71E-10,-3.00E-10,-1.76E-10,-1.73E-18
10.8,-1.36E-09,-6.10E-10,-3.13E-10,-1.86E-10,-1.75E-18
10.9,-1.47E-09,-6.56E-10,-3.29E-10,-1.92E-10,-1.76E-18
11,-1.59E-09,-7.02E-10,-3.45E-10,-1.93E-10,-1.78E-18
11.1,-1.72E-09,-7.57E-10,-3.64E-10,-2.01E-10,-1.79E-18
11.2,-1.85E-09,-8.06E-10,-3.82E-10,-2.06E-10,-1.81E-18
11.3,-1.98E-09,-8.63E-10,-4.03E-10,-2.12E-10,-1.83E-18
11.4,-2.12E-09,-9.17E-10,-4.27E-10,-2.18E-10,-1.84E-18
11.5,-2.25E-09,-9.74E-10,-4.52E-10,-2.25E-10,-1.86E-18
11.6,-2.38E-09,-1.03E-09,-4.70E-10,-2.31E-10,-1.87E-18
11.7,-2.51E-09,-1.07E-09,-4.95E-10,-2.38E-10,-1.89E-18
11.8,-2.63E-09,-1.11E-09,-5.18E-10,-2.44E-10,-1.91E-18
11.9,-2.73E-09,-1.15E-09,-5.38E-10,-2.53E-10,-1.92E-18
12,-2.81E-09,-1.18E-09,-5.59E-10,-2.62E-10,-1.94E-18
12.1,-2.88E-09,-1.21E-09,-5.80E-10,-2.72E-10,-1.95E-18
12.2,-2.94E-09,-1.23E-09,-6.02E-10,-2.78E-10,-1.97E-18
12.3,-2.96E-09,-1.25E-09,-6.19E-10,-2.86E-10,-1.99E-18
12.4,-2.97E-09,-1.26E-09,-6.42E-10,-2.95E-10,-2.00E-18
12.5,-2.96E-09,-1.26E-09,-6.52E-10,-3.04E-10,-2.02E-18
12.6,-2.93E-09,-1.26E-09,-6.73E-10,-3.13E-10,-2.03E-18
