-2.500000000000000000e+02,1.135593999999999970e-03
-2.495000000000000000e+02,1.135570999999999933e-03
-2.490000000000000000e+02,1.135544000000000050e-03
-2.485000000000000000e+02,1.135521999999999920e-03
-2.480000000000000000e+02,1.135518999999999981e-03
-2.475000000000000000e+02,1.135481999999999941e-03
-2.470000000000000000e+02,1.135460999999999936e-03
-2.465000000000000000e+02,1.135446000000000025e-03
-2.460000000000000000e+02,1.135427999999999958e-03
-2.455000000000000000e+02,1.135403000000000107e-03
-2.450000000000000000e+02,1.135389000000000103e-03
-2.445000000000000000e+02,1.135371000000000036e-03
-2.440000000000000000e+02,1.135354000000000094e-03
-2.435000000000000000e+02,1.135333000000000089e-03
-2.430000000000000000e+02,1.135322999999999931e-03
-2.425000000000000000e+02,1.135305999999999989e-03
-2.420000000000000000e+02,1.135280000000000013e-03
-2.415000000000000000e+02,1.135266999999999917e-03
-2.410000000000000000e+02,1.135249999999999974e-03
-2.405000000000000000e+02,1.135231000000000001e-03
-2.400000000000000000e+02,1.135203999999999901e-03
-2.395000000000000000e+02,1.135191999999999929e-03
-2.390000000000000000e+02,1.135170000000000016e-03
-2.385000000000000000e+02,1.135153000000000073e-03
-2.380000000000000000e+02,1.135134000000000100e-03
-2.375000000000000000e+02,1.135109999999999938e-03
-2.370000000000000000e+02,1.135093999999999903e-03
-2.365000000000000000e+02,1.135083999999999963e-03
-2.360000000000000000e+02,1.135074999999999929e-03
-2.355000000000000000e+02,1.135076999999999961e-03
-2.350000000000000000e+02,1.135046999999999922e-03
-2.345000000000000000e+02,1.135025999999999917e-03
-2.340000000000000000e+02,1.135015000000000069e-03
-2.335000000000000000e+02,1.134996000000000095e-03
-2.330000000000000000e+02,1.134973000000000058e-03
-2.325000000000000000e+02,1.134947999999999990e-03
-2.320000000000000000e+02,1.134936999999999925e-03
-2.315000000000000000e+02,1.134931000000000047e-03
-2.310000000000000000e+02,1.134903999999999948e-03
-2.305000000000000000e+02,1.134882999999999942e-03
-2.300000000000000000e+02,1.134861000000000029e-03
-2.295000000000000000e+02,1.134838999999999900e-03
-2.290000000000000000e+02,1.134812000000000017e-03
-2.285000000000000000e+02,1.134802000000000076e-03
-2.280000000000000000e+02,1.134776000000000101e-03
-2.275000000000000000e+02,1.134751000000000032e-03
-2.270000000000000000e+02,1.134734000000000090e-03
-2.265000000000000000e+02,1.134713999999999992e-03
-2.260000000000000000e+02,1.134685999999999985e-03
-2.255000000000000000e+02,1.134671999999999981e-03
-2.250000000000000000e+02,1.134655999999999946e-03
-2.245000000000000000e+02,1.134645000000000098e-03
-2.240000000000000000e+02,1.134617000000000091e-03
-2.235000000000000000e+02,1.134592999999999930e-03
-2.230000000000000000e+02,1.134582000000000082e-03
-2.225000000000000000e+02,1.134554000000000075e-03
-2.220000000000000000e+02,1.134547000000000073e-03
-2.215000000000000000e+02,1.134524999999999943e-03
-2.210000000000000000e+02,1.134514000000000095e-03
-2.205000000000000000e+02,1.134489999999999934e-03
-2.200000000000000000e+02,1.134463999999999959e-03
-2.195000000000000000e+02,1.134440000000000014e-03
-2.190000000000000000e+02,1.134433000000000013e-03
-2.185000000000000000e+02,1.134416999999999977e-03
-2.180000000000000000e+02,1.134388999999999970e-03
-2.175000000000000000e+02,1.134376000000000091e-03
-2.170000000000000000e+02,1.134358000000000024e-03
-2.165000000000000000e+02,1.134348000000000084e-03
-2.160000000000000000e+02,1.134334000000000080e-03
-2.155000000000000000e+02,1.134311000000000043e-03
-2.150000000000000000e+02,1.134299000000000071e-03
-2.145000000000000000e+02,1.134276000000000034e-03
-2.140000000000000000e+02,1.134269000000000032e-03
-2.135000000000000000e+02,1.134248000000000027e-03
-2.130000000000000000e+02,1.134231999999999992e-03
-2.125000000000000000e+02,1.134217999999999988e-03
-2.120000000000000000e+02,1.134208000000000048e-03
-2.115000000000000000e+02,1.134182999999999979e-03
-2.110000000000000000e+02,1.134168000000000068e-03
-2.105000000000000000e+02,1.134166000000000037e-03
-2.100000000000000000e+02,1.134138999999999937e-03
-2.095000000000000000e+02,1.134112000000000054e-03
-2.090000000000000000e+02,1.134100999999999989e-03
-2.085000000000000000e+02,1.134089000000000017e-03
-2.080000000000000000e+02,1.134070000000000043e-03
-2.075000000000000000e+02,1.134056000000000040e-03
-2.070000000000000000e+02,1.134026999999999908e-03
-2.065000000000000000e+02,1.134026999999999908e-03
-2.060000000000000000e+02,1.134004000000000088e-03
-2.055000000000000000e+02,1.133995000000000055e-03
-2.050000000000000000e+02,1.133972000000000018e-03
-2.045000000000000000e+02,1.133963999999999892e-03
-2.040000000000000000e+02,1.133946999999999950e-03
-2.035000000000000000e+02,1.133932000000000039e-03
-2.030000000000000000e+02,1.133909000000000002e-03
-2.025000000000000000e+02,1.133894000000000091e-03
-2.020000000000000000e+02,1.133885000000000058e-03
-2.015000000000000000e+02,1.133862999999999928e-03
-2.010000000000000000e+02,1.133850999999999956e-03
-2.005000000000000000e+02,1.133834000000000014e-03
-2.000000000000000000e+02,1.133827999999999919e-03
