-2.500000000000000000e+02,1.103346999999999965e-03
-2.495000000000000000e+02,1.102076000000000010e-03
-2.490000000000000000e+02,1.102045999999999972e-03
-2.485000000000000000e+02,1.102223999999999956e-03
-2.480000000000000000e+02,1.102415000000000036e-03
-2.475000000000000000e+02,1.102583999999999986e-03
-2.470000000000000000e+02,1.102740999999999964e-03
-2.465000000000000000e+02,1.102911999999999946e-03
-2.460000000000000000e+02,1.103044000000000073e-03
-2.455000000000000000e+02,1.103166000000000042e-03
-2.450000000000000000e+02,1.103283000000000041e-03
-2.445000000000000000e+02,1.103400999999999948e-03
-2.440000000000000000e+02,1.103512999999999977e-03
-2.435000000000000000e+02,1.103618000000000004e-03
-2.430000000000000000e+02,1.103711000000000058e-03
-2.425000000000000000e+02,1.103796999999999895e-03
-2.420000000000000000e+02,1.103882999999999948e-03
-2.415000000000000000e+02,1.103971000000000032e-03
-2.410000000000000000e+02,1.104050000000000083e-03
-2.405000000000000000e+02,1.104114000000000007e-03
-2.400000000000000000e+02,1.104186000000000056e-03
