-2.50E+02,-4.54E-06,log,2.397940009,-5.343019342
-2.49E+02,-4.46E-06,,2.396199347,-5.350182817
-2.48E+02,-4.43E-06,,2.394451681,-5.354084173
-2.47E+02,-4.36E-06,,2.392696953,-5.36004978
-2.46E+02,-4.28E-06,,2.390935107,-5.368229922
-2.45E+02,-4.23E-06,,2.389166084,-5.374080887
-2.44E+02,-4.15E-06,,2.387389826,-5.38215696
-2.43E+02,-4.11E-06,,2.385606274,-5.386383837
-2.42E+02,-4.01E-06,,2.383815366,-5.396693745
-2.41E+02,-3.96E-06,,2.382017043,-5.40238883
-2.40E+02,-3.87E-06,,2.380211242,-5.412624929
-2.39E+02,-3.82E-06,,2.378397901,-5.417456337
-2.38E+02,-3.76E-06,,2.376576957,-5.425050043
-2.37E+02,-3.67E-06,,2.374748346,-5.435626799
-2.36E+02,-3.55E-06,,2.372912003,-5.449168702
-2.35E+02,-3.46E-06,,2.371067862,-5.460833412
-2.34E+02,-3.44E-06,,2.369215857,-5.463251974
-2.33E+02,-3.37E-06,,2.367355921,-5.472182375
-2.32E+02,-3.28E-06,,2.365487985,-5.484167337
-2.31E+02,-3.16E-06,,2.36361198,-5.500430578
-2.30E+02,-3.08E-06,,2.361727836,-5.511905391
-2.29E+02,-3.00E-06,,2.359835482,-5.522825186
-2.28E+02,-2.90E-06,,2.357934847,-5.538229187
-2.27E+02,-2.83E-06,,2.356025857,-5.5475905
-2.26E+02,-2.76E-06,,2.354108439,-5.559784139
-2.25E+02,-2.63E-06,,2.352182518,-5.579936599
-2.24E+02,-2.54E-06,,2.350248018,-5.594333886
-2.23E+02,-2.42E-06,,2.348304863,-5.615487272
-2.22E+02,-2.34E-06,,2.346352974,-5.630804002
-2.21E+02,-2.19E-06,,2.344392274,-5.658790892
-2.20E+02,-2.09E-06,,2.342422681,-5.680085469
-2.19E+02,-1.98E-06,,2.340444115,-5.7027143
-2.18E+02,-1.86E-06,,2.338456494,-5.730611058
-2.17E+02,-1.60E-06,,2.336459734,-5.7969448
-2.16E+02,-1.47E-06,,2.334453751,-5.832372566
-2.15E+02,-1.34E-06,,2.33243846,-5.873485465
-2.14E+02,-1.10E-06,,2.330413773,-5.959758931
-2.13E+02,-8.20E-07,,2.328379603,-6.085997641
