-2.12E+02,-5.99E-07,,2.326335861,-6.222343476
-2.11E+02,-1.17E-07,,2.324282455,-6.933614806
-2.10E+02,4.00E-08,,2.322219295,-7.397737023
-2.09E+02,1.94E-07,,2.320146286,-6.712135817
-2.08E+02,3.07E-07,,2.318063335,-6.512747902
-2.07E+02,3.43E-07,,2.315970345,-6.464666884
-2.06E+02,5.30E-07,,2.31386722,-6.275930592
-2.05E+02,5.11E-07,,2.311753861,-6.291175504
-2.04E+02,8.39E-07,,2.309630167,-6.076321024
-2.03E+02,9.83E-07,,2.307496038,-6.007505909
-2.02E+02,1.27E-06,,2.305351369,-5.897367374
-2.01E+02,1.42E-06,,2.303196057,-5.847548979
-2.00E+02,1.46E-06,,2.301029996,-5.83521277
-1.99E+02,1.90E-06,,2.298853076,-5.720106616
-1.98E+02,2.01E-06,,2.29666519,-5.696876763
-1.97E+02,2.68E-06,,2.294466226,-5.571439385
-1.96E+02,2.92E-06,,2.292256071,-5.534409272
-1.95E+02,3.36E-06,,2.290034611,-5.473923835
-1.94E+02,4.00E-06,,2.28780173,-5.398465606
-1.93E+02,4.59E-06,,2.285557309,-5.338558468
-1.92E+02,5.21E-06,,2.283301229,-5.28331268
-1.91E+02,5.84E-06,,2.281033367,-5.233830173
-1.90E+02,6.35E-06,,2.278753601,-5.1969478
-1.89E+02,7.12E-06,,2.276461804,-5.147510674
-1.88E+02,7.52E-06,,2.274157849,-5.12384598
-1.87E+02,9.05E-06,,2.271841607,-5.043232138
-1.86E+02,9.64E-06,,2.269512944,-5.015936482
-1.85E+02,9.79E-06,,2.267171728,-5.009164256
-1.84E+02,1.08E-05,,2.264817823,-4.966895649
-1.83E+02,1.19E-05,,2.26245109,-4.925576357
-1.82E+02,1.28E-05,,2.260071388,-4.892121799
-1.81E+02,1.38E-05,,2.257678575,-4.86007843
-1.80E+02,1.53E-05,,2.255272505,-4.814889238
-1.79E+02,1.68E-05,,2.252853031,-4.773978336
-1.78E+02,1.71E-05,,2.250420002,-4.766000585
-1.77E+02,1.87E-05,,2.247973266,-4.727350012
-1.76E+02,1.94E-05,,2.245512668,-4.711656412
-1.75E+02,2.08E-05,,2.243038049,-4.681508637
-1.74E+02,2.21E-05,,2.240549248,-4.655423043
-1.73E+02,2.33E-05,,2.238046103,-4.632508779
-1.72E+02,2.49E-05,,2.235528447,-4.603481938
-1.71E+02,2.62E-05,,2.23299611,-4.580974108
-1.70E+02,2.86E-05,,2.230448921,-4.544333349
-1.69E+02,2.93E-05,,2.227886705,-4.532455231
-1.68E+02,3.12E-05,,2.225309282,-4.506533863
-1.67E+02,3.30E-05,,2.222716471,-4.481454476
-1.66E+02,3.52E-05,,2.220108088,-4.453782439
-1.65E+02,3.67E-05,,2.217483944,-4.435376066
-1.64E+02,3.89E-05,,2.214843848,-4.410312282
-1.63E+02,4.11E-05,,2.212187604,-4.386115068
-1.62E+02,4.27E-05,,2.209515015,-4.36958372
-1.61E+02,4.43E-05,,2.206825876,-4.3532863
-1.60E+02,4.74E-05,,2.204119983,-4.324554378
-1.59E+02,4.99E-05,,2.201397124,-4.302311316
-1.58E+02,5.31E-05,,2.198657087,-4.274940731
-1.57E+02,5.44E-05,,2.195899652,-4.264208983
-1.56E+02,5.74E-05,,2.193124598,-4.240869275
-1.55E+02,6.08E-05,,2.190331698,-4.216103635
-1.54E+02,6.34E-05,,2.187520721,-4.197984318
-1.53E+02,6.71E-05,,2.184691431,-4.173178658
-1.52E+02,7.00E-05,,2.181843588,-4.154940614
-1.51E+02,7.37E-05,,2.178976947,-4.132476476
-1.50E+02,7.71E-05,,2.176091259,-4.113059477
-1.49E+02,8.13E-05,,2.173186268,-4.089659046
-1.48E+02,8.46E-05,,2.170261715,-4.072544891
-1.47E+02,8.81E-05,,2.167317335,-4.054873815
-1.46E+02,9.18E-05,,2.164352856,-4.03707851
-1.45E+02,9.76E-05,,2.161368002,-4.010602158
-1.44E+02,1.04E-04,,2.158362492,-3.982843489
-1.43E+02,1.09E-04,,2.155336037,-3.962420132
-1.42E+02,1.13E-04,,2.152288344,-3.946017398
-1.41E+02,1.22E-04,,2.149219113,-3.914108178
-1.40E+02,1.25E-04,,2.146128036,-3.904111606
-1.39E+02,1.37E-04,,2.1430148,-3.864657729
-1.38E+02,1.40E-04,,2.139879086,-3.854546886
-1.37E+02,1.48E-04,,2.136720567,-3.828331164
-1.36E+02,1.55E-04,,2.133538908,-3.809031057
-1.35E+02,1.67E-04,,2.130333768,-3.77747159
-1.34E+02,1.77E-04,,2.127104798,-3.752275604
-1.33E+02,1.87E-04,,2.123851641,-3.729183096
-1.32E+02,1.98E-04,,2.120573931,-3.703009649
-1.31E+02,2.12E-04,,2.117271296,-3.674052105
-1.30E+02,2.31E-04,,2.113943352,-3.635965963
-1.29E+02,2.53E-04,,2.11058971,-3.597420538
-1.28E+02,2.75E-04,,2.10720997,-3.559955962
-1.27E+02,2.97E-04,,2.103803721,-3.527409843
-1.26E+02,3.22E-04,,2.100370545,-3.49195966
-1.25E+02,3.66E-04,,2.096910013,-3.43634796
-1.24E+02,4.01E-04,,2.093421685,-3.397231167
-1.23E+02,4.34E-04,,2.089905111,-3.362740488
-1.22E+02,4.66E-04,,2.086359831,-3.331592276
-1.21E+02,5.07E-04,,2.08278537,-3.294701238
-1.20E+02,5.33E-04,,2.079181246,-3.273127942
-1.19E+02,5.67E-04,,2.075546961,-3.246781227
-1.18E+02,6.05E-04,,2.071882007,-3.218330201
-1.17E+02,6.46E-04,,2.068185862,-3.189874254
-1.16E+02,6.92E-04,,2.064457989,-3.159892086
-1.15E+02,7.71E-04,,2.06069784,-3.112896506
-1.14E+02,9.39E-04,,2.056904851,-3.027467168
-1.13E+02,1.03E-03,,2.053078443,-2.987318812
-1.12E+02,1.04E-03,,2.049218023,-2.983152111
-1.11E+02,1.04E-03,,2.045322979,-2.980989283
-1.10E+02,1.05E-03,,2.041392685,-2.980302269
-1.09E+02,1.05E-03,,2.037426498,-2.979693008
-1.08E+02,1.05E-03,,2.033423755,-2.979070942
-1.07E+02,1.05E-03,,2.029383778,-2.97880367
-1.06E+02,1.05E-03,,2.025305865,-2.978617586
-1.05E+02,1.05E-03,,2.021189299,-2.978542349
-1.04E+02,1.05E-03,,2.017033339,-2.978433236
-1.03E+02,1.05E-03,,2.012837225,-2.978434475
-1.02E+02,1.05E-03,,2.008600172,-2.978391086
-1.01E+02,1.05E-03,,2.004321374,-2.97834109
-1.00E+02,1.05E-03,,2,-2.978330347
