V,I(365),I(405),I(436),I(486),I(546),I(577),I(589),I(656),656 Chop
-2.48,-1.5192E-10,-1.896E-10,-2.48559E-10,-1.26965E-11,-1.6155E-10,-6.95709E-11,-3.15843E-11,-7.09643E-13,-7.09643E-13
-2.47,-1.53155E-10,-1.92208E-10,-2.48798E-10,-1.30385E-11,-1.61341E-10,-6.91886E-11,-3.15364E-11,-7.35841E-13,-7.35841E-13
-2.46,-1.53228E-10,-1.91367E-10,-2.48382E-10,-1.36161E-11,-1.61286E-10,-6.91632E-11,-3.15781E-11,-1.10262E-12,-1.10262E-12
-2.45,-1.51916E-10,-1.91165E-10,-2.49223E-10,-1.3515E-11,-1.61481E-10,-6.92664E-11,-3.16281E-11,-1.1937E-12,-1.1937E-12
-2.44,-1.5145E-10,-1.91108E-10,-2.4833E-10,-1.31719E-11,-1.61938E-10,-6.9276E-11,-3.16539E-11,-1.05902E-12,-1.05902E-12
-2.43,-1.51467E-10,-1.914E-10,-2.47889E-10,-1.25978E-11,-1.61575E-10,-6.91781E-11,-3.16234E-11,-7.32567E-13,-7.32567E-13
-2.42,-1.50867E-10,-1.90964E-10,-2.4748E-10,-1.30319E-11,-1.61133E-10,-6.88922E-11,-3.14181E-11,-6.70755E-13,-6.70755E-13
-2.41,-1.49955E-10,-1.91735E-10,-2.47605E-10,-1.35692E-11,-1.60312E-10,-6.92432E-11,-3.15296E-11,-5.45084E-13,-5.45084E-13
-2.4,-1.48565E-10,-1.90946E-10,-2.49104E-10,-1.31873E-11,-1.60439E-10,-6.9547E-11,-3.1652E-11,-6.39849E-13,-6.39849E-13
-2.39,-1.48642E-10,-1.91197E-10,-2.47433E-10,-1.29275E-11,-1.61659E-10,-6.93713E-11,-3.11426E-11,-7.45461E-13,-7.45461E-13
-2.38,-1.48728E-10,-1.90566E-10,-2.47029E-10,-1.25468E-11,-1.613E-10,-6.90818E-11,-3.12077E-11,-6.94702E-13,-6.94702E-13
-2.37,-1.47758E-10,-1.9035E-10,-2.48359E-10,-1.30184E-11,-1.60865E-10,-6.85173E-11,-3.11489E-11,-6.74644E-13,-6.74644E-13
-2.36,-1.46844E-10,-1.89242E-10,-2.48895E-10,-1.32417E-11,-1.60838E-10,-6.87983E-11,-3.10347E-11,-5.7333E-13,-5.7333E-13
-2.35,-1.45851E-10,-1.89448E-10,-2.49804E-10,-1.35483E-11,-1.60783E-10,-6.93922E-11,-3.12306E-11,-6.27568E-13,-6.27568E-13
-2.34,-1.46937E-10,-1.89572E-10,-2.49053E-10,-1.32479E-11,-1.6086E-10,-6.95478E-11,-3.10767E-11,-5.74558E-13,-5.74558E-13
-2.33,-1.46669E-10,-1.89173E-10,-2.47646E-10,-1.26891E-11,-1.60578E-10,-6.92093E-11,-3.13757E-11,-6.15493E-13,-6.15493E-13
-2.32,-1.46096E-10,-1.89875E-10,-2.47067E-10,-1.28446E-11,-1.6037E-10,-6.84501E-11,-3.13716E-11,-4.90232E-13,-4.90232E-13
-2.31,-1.44501E-10,-1.88032E-10,-2.47882E-10,-1.31985E-11,-1.60637E-10,-6.87451E-11,-3.12603E-11,-5.22161E-13,-5.22161E-13
-2.3,-1.42954E-10,-1.88804E-10,-2.48981E-10,-1.36028E-11,-1.60873E-10,-6.92013E-11,-3.12637E-11,-6.66866E-13,-6.66866E-13
-2.29,-1.43034E-10,-1.89571E-10,-2.48038E-10,-1.31639E-11,-1.60669E-10,-6.94891E-11,-3.117E-11,-7.31339E-13,-7.31339E-13
-2.28,-1.43537E-10,-1.90617E-10,-2.46087E-10,-1.2687E-11,-1.59778E-10,-6.92508E-11,-3.10443E-11,-6.36165E-13,-6.36165E-13
-2.27,-1.42975E-10,-1.90436E-10,-2.46283E-10,-1.27044E-11,-1.59192E-10,-6.82078E-11,-3.10869E-11,-3.79707E-13,-3.79707E-13
-2.26,-1.41601E-10,-1.88736E-10,-2.47307E-10,-1.32051E-11,-1.59381E-10,-6.8681E-11,-3.10198E-11,1.40136E-12,1.40136E-12
-2.25,-1.4056E-10,-1.8946E-10,-2.47678E-10,-1.32262E-11,-1.60017E-10,-6.90821E-11,-3.11049E-11,-1.07356E-12,-1.07356E-12
-2.24,-1.40956E-10,-1.89481E-10,-2.47952E-10,-1.29769E-11,-1.60548E-10,-6.9243E-11,-3.10691E-11,-1.09464E-12,-1.09464E-12
-2.23,-1.41191E-10,-1.90055E-10,-2.47073E-10,-1.2599E-11,-1.59847E-10,-6.903E-11,-3.07768E-11,-8.91189E-13,-8.91189E-13
-2.22,-1.40484E-10,-1.88165E-10,-2.46681E-10,-1.28968E-11,-1.59725E-10,-6.86122E-11,-3.07809E-11,-3.97923E-13,-3.97923E-13
-2.21,-1.38326E-10,-1.87141E-10,-2.46368E-10,-1.32859E-11,-1.60483E-10,-6.90868E-11,-3.07203E-11,-1.54308E-12,-1.54308E-12
-2.2,-1.37917E-10,-1.86956E-10,-2.4713E-10,-1.32135E-11,-1.60873E-10,-6.90746E-11,-3.08163E-11,-1.04838E-12,-1.04838E-12
-2.19,-1.37396E-10,-1.86895E-10,-2.47356E-10,-1.29065E-11,-1.6042E-10,-6.90451E-11,-3.09878E-11,-9.1309E-13,-9.1309E-13
-2.18,-1.36973E-10,-1.88307E-10,-2.46892E-10,-1.25159E-11,-1.59518E-10,-6.87667E-11,-3.09377E-11,-6.38211E-13,-6.38211E-13
-2.17,-1.36189E-10,-1.88299E-10,-2.46442E-10,-1.25597E-11,-1.59507E-10,-6.84933E-11,-3.07961E-11,-6.54176E-13,-6.54176E-13
-2.16,-1.33724E-10,-1.87862E-10,-2.47074E-10,-1.31271E-11,-1.60163E-10,-6.86808E-11,-3.07103E-11,-5.15611E-13,-5.15611E-13
-2.15,-1.33036E-10,-1.87593E-10,-2.46666E-10,-1.31238E-11,-1.60363E-10,-6.89679E-11,-3.08235E-11,-6.82012E-13,-6.82012E-13
-2.14,-1.33075E-10,-1.87723E-10,-2.46234E-10,-1.28051E-11,-1.59785E-10,-6.89765E-11,-3.08139E-11,-1.14314E-12,-1.14314E-12
-2.13,-1.31998E-10,-1.87604E-10,-2.45099E-10,-1.25063E-11,-1.59057E-10,-6.87463E-11,-3.07097E-11,-9.20048E-13,-9.20048E-13
-2.12,-1.30339E-10,-1.87342E-10,-2.4491E-10,-1.27652E-11,-1.5928E-10,-6.83875E-11,-3.06802E-11,-8.01133E-13,-8.01133E-13
-2.11,-1.29315E-10,-1.86724E-10,-2.47186E-10,-1.31729E-11,-1.59321E-10,-6.85557E-11,-3.08814E-11,-3.77865E-13,-3.77865E-13
-2.1,-1.28693E-10,-1.85846E-10,-2.47484E-10,-1.29701E-11,-1.58612E-10,-6.83637E-11,-3.07408E-11,-5.6371E-13,-5.6371E-13
-2.09,-1.28294E-10,-1.85998E-10,-2.4632E-10,-1.27853E-11,-1.58711E-10,-6.82479E-11,-3.08194E-11,-1.12718E-12,-1.12718E-12
-2.08,-1.26548E-10,-1.85198E-10,-2.4573E-10,-1.25192E-11,-1.5876E-10,-6.80578E-11,-3.09238E-11,-8.82184E-13,-8.82184E-13
-2.07,-1.25608E-10,-1.84696E-10,-2.45161E-10,-1.252E-11,-1.5979E-10,-6.77088E-11,-3.0734E-11,-3.89122E-13,-3.89122E-13
-2.06,-1.24918E-10,-1.8493E-10,-2.45391E-10,-1.31422E-11,-1.59594E-10,-6.73686E-11,-3.0769E-11,-6.51925E-13,-6.51925E-13
-2.05,-1.24274E-10,-1.856E-10,-2.45405E-10,-1.28823E-11,-1.58786E-10,-6.74875E-11,-3.06943E-11,-8.36337E-13,-8.36337E-13
-2.04,-1.21437E-10,-1.85518E-10,-2.4458E-10,-1.28119E-11,-1.57707E-10,-6.79212E-11,-3.0634E-11,-9.16364E-13,-9.16364E-13
-2.03,-1.19679E-10,-1.85056E-10,-2.43722E-10,-1.22808E-11,-1.58133E-10,-6.77002E-11,-3.0565E-11,-5.83359E-13,-5.83359E-13
-2.02,-1.17766E-10,-1.84206E-10,-2.44816E-10,-1.28272E-11,-1.58596E-10,-6.74231E-11,-3.05474E-11,-4.80817E-13,-4.80817E-13
-2.01,-1.17098E-10,-1.84052E-10,-2.45554E-10,-1.30311E-11,-1.58781E-10,-6.73037E-11,-3.08282E-11,-3.10937E-13,-3.10937E-13
-2,-1.17232E-10,-1.83426E-10,-2.46016E-10,-1.2799E-11,-1.58311E-10,-6.72607E-11,-3.05595E-11,-3.50029E-13,-3.50029E-13
-1.99,-1.14362E-10,-1.83065E-10,-2.4411E-10,-1.22108E-11,-1.5753E-10,-6.74063E-11,-3.08403E-11,-9.17183E-13,-9.17183E-13
-1.98,-1.1198E-10,-1.82566E-10,-2.43008E-10,-1.25593E-11,-1.57846E-10,-6.72401E-11,-3.09078E-11,-5.86838E-13,-5.86838E-13
-1.97,-1.10331E-10,-1.82738E-10,-2.43251E-10,-1.28907E-11,-1.58102E-10,-6.73134E-11,-3.05484E-11,-6.04849E-13,-6.04849E-13
-1.96,-1.09719E-10,-1.82136E-10,-2.43944E-10,-1.29175E-11,-1.59271E-10,-6.72321E-11,-3.04238E-11,-3.00908E-13,-3.00908E-13
-1.95,-1.07545E-10,-1.83021E-10,-2.43423E-10,-1.26844E-11,-1.57728E-10,-6.72149E-11,-3.03417E-11,-2.35412E-13,-2.35412E-13
-1.94,-1.05359E-10,-1.82487E-10,-2.44554E-10,-1.26134E-11,-1.57778E-10,-6.73895E-11,-3.03644E-11,-5.24617E-13,-5.24617E-13
-1.93,-1.03214E-10,-1.81273E-10,-2.4404E-10,-1.26353E-11,-1.57031E-10,-6.69126E-11,-3.06014E-11,-6.09352E-13,-6.09352E-13
-1.92,-1.01138E-10,-1.79223E-10,-2.44387E-10,-1.28029E-11,-1.58003E-10,-6.68107E-11,-3.03941E-11,5.37635E-14,5.37635E-14
-1.91,-1.01573E-10,-1.789E-10,-2.44064E-10,-1.29975E-11,-1.57895E-10,-6.67791E-11,-3.03947E-11,-4.63624E-13,-4.63624E-13
-1.9,-9.9085E-11,-1.80066E-10,-2.44026E-10,-1.27838E-11,-1.57573E-10,-6.69171E-11,-3.00271E-11,-7.50783E-13,-7.50783E-13
-1.89,-9.57192E-11,-1.80365E-10,-2.43058E-10,-1.22241E-11,-1.56697E-10,-6.70894E-11,-3.02449E-11,-1.01625E-12,-1.01625E-12
-1.88,-9.43974E-11,-1.7876E-10,-2.42215E-10,-1.25603E-11,-1.57125E-10,-6.69472E-11,-3.032E-11,-6.43533E-13,-6.43533E-13
-1.87,-9.29515E-11,-1.78391E-10,-2.41721E-10,-1.28223E-11,-1.57883E-10,-6.65513E-11,-3.01081E-11,-3.51257E-13,-3.51257E-13
-1.86,-9.05029E-11,-1.78265E-10,-2.42038E-10,-1.28639E-11,-1.57253E-10,-6.65659E-11,-3.05822E-11,-4.13683E-13,-4.13683E-13
-1.85,-8.75168E-11,-1.77024E-10,-2.41209E-10,-1.27104E-11,-1.56198E-10,-6.6623E-11,-3.03992E-11,-6.63591E-13,-6.63591E-13
-1.84,-8.44048E-11,-1.76764E-10,-2.40178E-10,-1.20493E-11,-1.56282E-10,-6.67585E-11,-2.89968E-11,-9.5034E-13,-9.5034E-13
-1.83,-8.19069E-11,-1.75687E-10,-2.41832E-10,-1.25E-11,-1.56625E-10,-6.70057E-11,-2.96098E-11,-5.03126E-13,-5.03126E-13
-1.82,-8.03865E-11,-1.7465E-10,-2.42252E-10,-1.2932E-11,-1.56779E-10,-6.69902E-11,-2.96077E-11,-2.91288E-13,-2.91288E-13
-1.81,-7.75433E-11,-1.74089E-10,-2.42186E-10,-1.2692E-11,-1.5602E-10,-6.70818E-11,-2.94034E-11,-2.02868E-13,-2.02868E-13
-1.8,-7.45991E-11,-1.72471E-10,-2.4028E-10,-1.23665E-11,-1.55803E-10,-6.67603E-11,-2.98271E-11,-4.30057E-13,-4.30057E-13
-1.79,-7.14841E-11,-1.71026E-10,-2.39653E-10,-1.1882E-11,-1.5617E-10,-6.66645E-11,-3.02772E-11,-8.51073E-13,-8.51073E-13
-1.78,-6.8634E-11,-1.7204E-10,-2.40322E-10,-1.21096E-11,-1.56322E-10,-6.66821E-11,-3.04395E-11,-5.60026E-13,-5.60026E-13
-1.77,-6.72537E-11,-1.71972E-10,-2.40654E-10,-1.27579E-11,-1.56228E-10,-6.67515E-11,-3.01364E-11,-3.14211E-13,-3.14211E-13
-1.76,-6.38048E-11,-1.70885E-10,-2.38982E-10,-1.25047E-11,-1.55253E-10,-6.69666E-11,-3.09228E-11,-1.47827E-14,-1.47827E-14
-1.75,-5.99439E-11,-1.68907E-10,-2.38125E-10,-1.21487E-11,-1.55443E-10,-6.67822E-11,-3.02005E-11,-4.69355E-13,-4.69355E-13
-1.74,-5.66972E-11,-1.67679E-10,-2.38401E-10,-1.19095E-11,-1.56747E-10,-6.64465E-11,-3.01188E-11,-7.22333E-13,-7.22333E-13
-1.73,-5.34747E-11,-1.66896E-10,-2.39043E-10,-1.2074E-11,-1.56579E-10,-6.6493E-11,-3.01364E-11,-8.17711E-13,-8.17711E-13
-1.72,-5.05011E-11,-1.66019E-10,-2.3972E-10,-1.28567E-11,-1.55851E-10,-6.64985E-11,-3.0006E-11,-4.06724E-13,-4.06724E-13
-1.71,-4.61634E-11,-1.64008E-10,-2.38631E-10,-1.23997E-11,-1.54345E-10,-6.63092E-11,-3.00412E-11,-2.10032E-13,-2.10032E-13
-1.7,-4.22018E-11,-1.62863E-10,-2.37393E-10,-1.19979E-11,-1.54709E-10,-6.66252E-11,-2.96341E-11,-4.27601E-13,-4.27601E-13
-1.69,-3.83734E-11,-1.6231E-10,-2.37372E-10,-1.18327E-11,-1.56437E-10,-6.65178E-11,-2.97008E-11,-8.41249E-13,-8.41249E-13
-1.68,-3.47227E-11,-1.61473E-10,-2.36743E-10,-1.2071E-11,-1.56112E-10,-6.64357E-11,-2.98625E-11,-6.35346E-13,-6.35346E-13
-1.67,-3.10499E-11,-1.59476E-10,-2.35403E-10,-1.26807E-11,-1.55262E-10,-6.60601E-11,-2.99303E-11,-1.54974E-13,-1.54974E-13
-1.66,-2.63889E-11,-1.57555E-10,-2.3417E-10,-1.21815E-11,-1.54632E-10,-6.6143E-11,-3.00265E-11,-3.82163E-13,-3.82163E-13
-1.65,-2.12006E-11,-1.56172E-10,-2.34646E-10,-1.19117E-11,-1.55241E-10,-6.60971E-11,-2.99657E-11,-8.40021E-13,-8.40021E-13
-1.64,-1.69189E-11,-1.55123E-10,-2.35063E-10,-1.15167E-11,-1.55813E-10,-6.62562E-11,-2.98247E-11,-4.62396E-13,-4.62396E-13
-1.63,-1.2746E-11,-1.54229E-10,-2.33455E-10,-1.18886E-11,-1.55242E-10,-6.63714E-11,-2.99409E-11,-3.70906E-13,-3.70906E-13
-1.62,-8.29621E-12,-1.51667E-10,-2.32106E-10,-1.25724E-11,-1.54184E-10,-6.61782E-11,-3.00099E-11,-1.49244E-13,-1.49244E-13
-1.61,-2.45335E-12,-1.4874E-10,-2.30114E-10,-1.27136E-11,-1.5393E-10,-6.60272E-11,-3.01243E-11,-5.34851E-13,-5.34851E-13
-1.6,3.5651E-12,-1.46715E-10,-2.30469E-10,-1.22971E-11,-1.53831E-10,-6.59496E-11,-2.96808E-11,-8.85254E-13,-8.85254E-13
-1.59,8.42652E-12,-1.46393E-10,-2.31107E-10,-1.16735E-11,-1.54361E-10,-6.58182E-11,-2.96904E-11,-6.75871E-13,-6.75871E-13
-1.58,1.35468E-11,-1.43829E-10,-2.30181E-10,-1.20548E-11,-1.52577E-10,-6.59999E-11,-2.96761E-11,4.37374E-14,4.37374E-14
-1.57,1.94999E-11,-1.41319E-10,-2.28649E-10,-1.23726E-11,-1.52033E-10,-6.60626E-11,-2.99153E-11,-1.60091E-13,-1.60091E-13
-1.56,2.61364E-11,-1.38624E-10,-2.28221E-10,-1.25026E-11,-1.52161E-10,-6.60249E-11,-2.98488E-11,-5.20728E-13,-5.20728E-13
-1.55,3.31591E-11,-1.36018E-10,-2.27722E-10,-1.19541E-11,-1.53439E-10,-6.57756E-11,-2.93418E-11,-3.76432E-13,-3.76432E-13
-1.54,3.91824E-11,-1.34375E-10,-2.25293E-10,-1.14082E-11,-1.55114E-10,-6.56882E-11,-2.94526E-11,-5.02307E-13,-5.02307E-13
-1.53,4.56362E-11,-1.30126E-10,-2.23951E-10,-1.18558E-11,-1.54633E-10,-6.56176E-11,-2.97715E-11,-5.48768E-13,-5.48768E-13
-1.52,5.33146E-11,-1.27652E-10,-2.21535E-10,-1.2283E-11,-1.53837E-10,-6.58175E-11,-3.10249E-11,1.49319E-13,1.49319E-13
-1.51,6.15262E-11,-1.26352E-10,-2.21753E-10,-1.2343E-11,-1.53989E-10,-6.50509E-11,-3.0136E-11,-4.73244E-13,-4.73244E-13
-1.5,6.96161E-11,-1.25247E-10,-2.19812E-10,-1.19416E-11,-1.54407E-10,-6.51245E-11,-2.96685E-11,-6.2982E-13,-6.2982E-13
-1.49,7.7348E-11,-1.21841E-10,-2.18685E-10,-1.14426E-11,-1.5365E-10,-6.49882E-11,-2.91173E-11,-8.55166E-13,-8.55166E-13
-1.48,8.51527E-11,-1.17928E-10,-2.15427E-10,-1.17836E-11,-1.53686E-10,-6.47837E-11,-2.94329E-11,-4.19414E-13,-4.19414E-13
-1.47,9.42903E-11,-1.1448E-10,-2.12598E-10,-1.22058E-11,-1.53496E-10,-6.46155E-11,-2.9663E-11,-2.88013E-13,-2.88013E-13
-1.46,1.04258E-10,-1.11747E-10,-2.14552E-10,-1.21848E-11,-1.53234E-10,-6.45334E-11,-2.94649E-11,-2.20675E-13,-2.20675E-13
-1.45,1.14131E-10,-1.08966E-10,-2.11117E-10,-1.17625E-11,-1.54197E-10,-6.45797E-11,-2.92663E-11,-4.02222E-13,-4.02222E-13
-1.44,1.24014E-10,-1.04531E-10,-2.09481E-10,-1.1409E-11,-1.53896E-10,-6.46593E-11,-2.9137E-11,-7.01865E-13,-7.01865E-13
-1.43,1.34962E-10,-9.96813E-11,-2.07831E-10,-1.16892E-11,-1.53112E-10,-6.47056E-11,-2.92117E-11,-2.37663E-13,-2.37663E-13
-1.42,1.46777E-10,-9.58274E-11,-2.08847E-10,-1.19076E-11,-1.52704E-10,-6.45787E-11,-2.96491E-11,-4.19823E-13,-4.19823E-13
-1.41,1.59814E-10,-9.31981E-11,-2.05887E-10,-1.20732E-11,-1.52751E-10,-6.44616E-11,-2.94237E-11,-4.22894E-13,-4.22894E-13
-1.4,1.72527E-10,-8.99545E-11,-2.02458E-10,-1.16927E-11,-1.52358E-10,-6.4373E-11,-2.9201E-11,-6.18563E-13,-6.18563E-13
-1.39,1.84506E-10,-8.45239E-11,-2.00316E-10,-1.10766E-11,-1.51782E-10,-6.44913E-11,-2.91779E-11,-7.1476E-13,-7.1476E-13
-1.38,2.00746E-10,-7.94251E-11,-1.97829E-10,-1.13861E-11,-1.5158E-10,-6.45922E-11,-2.91243E-11,-1.21203E-13,-1.21203E-13
-1.37,2.1619E-10,-7.44176E-11,-1.96586E-10,-1.18931E-11,-1.52136E-10,-6.43281E-11,-2.92356E-11,-1.40238E-13,-1.40238E-13
-1.36,2.31824E-10,-7.04753E-11,-1.94111E-10,-1.17897E-11,-1.53224E-10,-6.40455E-11,-2.93627E-11,-5.27482E-13,-5.27482E-13
-1.35,2.47777E-10,-6.61987E-11,-1.90939E-10,-1.14721E-11,-1.52488E-10,-6.3937E-11,-2.9061E-11,-5.70669E-13,-5.70669E-13
-1.34,2.62452E-10,-5.97325E-11,-1.87826E-10,-1.09462E-11,-1.51684E-10,-6.41255E-11,-2.90086E-11,-4.47659E-13,-4.47659E-13
-1.33,2.77794E-10,-5.34805E-11,-1.84488E-10,-1.10834E-11,-1.51592E-10,-6.432E-11,-2.89673E-11,-2.25178E-13,-2.25178E-13
-1.32,2.9805E-10,-4.78512E-11,-1.81863E-10,-1.19148E-11,-1.52125E-10,-6.44448E-11,-2.91869E-11,-5.08652E-13,-5.08652E-13
-1.31,3.17424E-10,-4.23158E-11,-1.77979E-10,-1.13724E-11,-1.51878E-10,-6.40338E-11,-2.90217E-11,-1.52518E-13,-1.52518E-13
-1.3,3.36973E-10,-3.64701E-11,-1.7573E-10,-1.10975E-11,-1.51442E-10,-6.36273E-11,-2.88889E-11,-3.73567E-13,-3.73567E-13
-1.29,3.5691E-10,-2.91575E-11,-1.72287E-10,-1.05891E-11,-1.50456E-10,-6.38586E-11,-2.85649E-11,-4.58302E-13,-4.58302E-13
-1.28,3.80686E-10,-2.1157E-11,-1.68825E-10,-1.09334E-11,-1.50162E-10,-6.41171E-11,-2.84781E-11,-2.87604E-13,-2.87604E-13
-1.27,4.04846E-10,-1.44476E-11,-1.658E-10,-1.15971E-11,-1.51198E-10,-6.39937E-11,-2.8909E-11,-5.45289E-13,-5.45289E-13
-1.26,4.27265E-10,-7.75107E-12,-1.61158E-10,-1.10553E-11,-1.51185E-10,-6.35072E-11,-2.8718E-11,-6.23679E-13,-6.23679E-13
-1.25,4.49377E-10,-2.70417E-13,-1.56561E-10,-1.04941E-11,-1.50745E-10,-6.32524E-11,-2.8606E-11,-6.89994E-13,-6.89994E-13
-1.24,4.74507E-10,8.77757E-12,-1.50635E-10,-1.04657E-11,-1.5043E-10,-6.31169E-11,-2.85962E-11,-4.19619E-13,-4.19619E-13
-1.23,4.99569E-10,1.80105E-11,-1.45943E-10,-1.09688E-11,-1.50627E-10,-6.34503E-11,-2.88138E-11,-2.21289E-13,-2.21289E-13
-1.22,5.25989E-10,2.69534E-11,-1.41491E-10,-1.15601E-11,-1.50927E-10,-6.37798E-11,-2.91353E-11,-2.39914E-13,-2.39914E-13
-1.21,5.56817E-10,3.47548E-11,-1.35912E-10,-1.08228E-11,-1.50545E-10,-6.35848E-11,-2.86955E-11,-2.73686E-13,-2.73686E-13
-1.2,5.85268E-10,4.54397E-11,-1.30648E-10,-1.02618E-11,-1.50141E-10,-6.31983E-11,-2.86302E-11,-3.94648E-13,-3.94648E-13
-1.19,6.13923E-10,5.65549E-11,-1.24578E-10,-1.00686E-11,-1.49535E-10,-6.30113E-11,-2.85719E-11,-4.12046E-13,-4.12046E-13
-1.18,6.4754E-10,6.67391E-11,-1.19215E-10,-1.04771E-11,-1.49408E-10,-6.29124E-11,-2.85733E-11,-5.96253E-13,-5.96253E-13
-1.17,6.7864E-10,7.79728E-11,-1.126E-10,-1.11812E-11,-1.49403E-10,-6.33176E-11,-2.88428E-11,-8.45547E-13,-8.45547E-13
-1.16,7.10911E-10,8.993E-11,-1.05867E-10,-1.03512E-11,-1.48887E-10,-6.32698E-11,-2.84026E-11,-8.0891E-13,-8.0891E-13
-1.15,7.43775E-10,1.01805E-10,-9.84115E-11,-9.81211E-12,-1.48595E-10,-6.29924E-11,-2.82366E-11,-2.53014E-13,-2.53014E-13
-1.14,7.76296E-10,1.15959E-10,-9.06315E-11,-9.5444E-12,-1.4909E-10,-6.24089E-11,-2.81445E-11,-1.43103E-13,-1.43103E-13
-1.13,8.09072E-10,1.30175E-10,-8.2911E-11,-9.82562E-12,-1.49598E-10,-6.23968E-11,-2.81701E-11,7.52042E-15,7.52042E-15
-1.12,8.43817E-10,1.4495E-10,-7.48808E-11,-1.09012E-11,-1.49245E-10,-6.23827E-11,-2.88363E-11,9.79604E-14,9.79604E-14
-1.11,8.81707E-10,1.60807E-10,-6.58434E-11,-9.62811E-12,-1.47501E-10,-6.23499E-11,-2.84171E-11,5.33543E-14,5.33543E-14
-1.1,9.19641E-10,1.77308E-10,-5.62153E-11,-8.90621E-12,-1.47283E-10,-6.22945E-11,-2.83526E-11,-2.47692E-13,-2.47692E-13
-1.09,9.59843E-10,1.94179E-10,-4.64356E-11,-9.60785E-12,-1.47915E-10,-6.20628E-11,-2.80407E-11,-5.8254E-13,-5.8254E-13
-1.08,1.00995E-09,2.12282E-10,-3.68842E-11,-1.06075E-11,-1.4838E-10,-6.16888E-11,-2.81772E-11,-6.87947E-13,-6.87947E-13
-1.07,1.05052E-09,2.29608E-10,-2.65021E-11,-9.77199E-12,-1.47923E-10,-6.15603E-11,-2.8438E-11,-7.05959E-13,-7.05959E-13
-1.06,1.08763E-09,2.49402E-10,-1.47527E-11,-8.91767E-12,-1.46912E-10,-6.14107E-11,-2.84055E-11,-8.10957E-13,-8.10957E-13
-1.05,1.12368E-09,2.70183E-10,-2.65145E-12,-8.16015E-12,-1.45893E-10,-6.13931E-11,-2.81715E-11,-7.90489E-13,-7.90489E-13
-1.04,1.17093E-09,2.92982E-10,9.96288E-12,-9.23615E-12,-1.45975E-10,-6.13898E-11,-2.77317E-11,-7.7432E-13,-7.7432E-13
-1.03,1.21814E-09,3.17908E-10,2.27195E-11,-9.4875E-12,-1.45955E-10,-6.12169E-11,-2.77042E-11,-5.62891E-13,-5.62891E-13
-1.02,1.26378E-09,3.41967E-10,3.62964E-11,-8.51261E-12,-1.44867E-10,-6.12729E-11,-2.82249E-11,-5.15816E-13,-5.15816E-13
-1.01,1.31033E-09,3.66888E-10,5.0561E-11,-7.891E-12,-1.44804E-10,-6.11004E-11,-2.81455E-11,-4.34151E-13,-4.34151E-13
-1,1.35371E-09,3.91797E-10,6.60559E-11,-7.42188E-12,-1.44866E-10,-6.09841E-11,-2.80088E-11,6.46081E-14,6.46081E-14
-0.99,1.40932E-09,4.19637E-10,8.31852E-11,-8.12679E-12,-1.4515E-10,-6.09195E-11,-2.78706E-11,-8.23499E-15,-8.23499E-15
-0.98,1.46399E-09,4.49608E-10,1.00468E-10,-8.64504E-12,-1.44007E-10,-6.07801E-11,-2.77773E-11,3.76237E-13,3.76237E-13
-0.97,1.52095E-09,4.8365E-10,1.18335E-10,-7.95834E-12,-1.4304E-10,-6.06597E-11,-2.7915E-11,1.0062E-13,1.0062E-13
-0.96,1.56804E-09,5.14751E-10,1.37971E-10,-6.47074E-12,-1.42369E-10,-6.03058E-11,-2.77458E-11,1.09989E-14,1.09989E-14
-0.95,1.623E-09,5.48126E-10,1.5832E-10,-6.69732E-12,-1.42269E-10,-6.02117E-11,-2.77589E-11,-2.11465E-13,-2.11465E-13
-0.94,1.67803E-09,5.8121E-10,1.80712E-10,-7.54284E-12,-1.4256E-10,-6.01303E-11,-2.75053E-11,9.42774E-14,9.42774E-14
-0.93,1.73348E-09,6.13428E-10,2.02902E-10,-6.92349E-12,-1.41221E-10,-6.00171E-11,-2.76887E-11,-3.54488E-14,-3.54488E-14
-0.92,1.79232E-09,6.49607E-10,2.26619E-10,-6.21284E-12,-1.39928E-10,-6.00602E-11,-2.75722E-11,-5.38535E-13,-5.38535E-13
-0.91,1.83176E-09,6.86692E-10,2.5235E-10,-5.01036E-12,-1.38922E-10,-5.99159E-11,-2.71641E-11,-3.14416E-13,-3.14416E-13
-0.9,1.89787E-09,7.28701E-10,2.78448E-10,-5.05252E-12,-1.38711E-10,-5.97534E-11,-2.68819E-11,-1.7053E-13,-1.7053E-13
-0.89,1.95648E-09,7.75053E-10,3.10381E-10,-5.72837E-12,-1.38618E-10,-5.95293E-11,-2.68161E-11,-3.28334E-13,-3.28334E-13
-0.88,2.01156E-09,8.18884E-10,3.4049E-10,-4.98539E-12,-1.37956E-10,-5.95891E-11,-2.74009E-11,-7.07596E-13,-7.07596E-13
-0.87,2.08031E-09,8.61478E-10,3.72638E-10,-3.01904E-12,-1.36407E-10,-5.9621E-11,-2.71752E-11,-1.03303E-12,-1.03303E-12
-0.86,2.13984E-09,9.06645E-10,4.08042E-10,-3.86948E-12,-1.35495E-10,-5.90555E-11,-2.68336E-11,-7.0821E-13,-7.0821E-13
-0.85,2.20587E-09,9.52677E-10,4.4425E-10,-3.88156E-12,-1.35096E-10,-5.85884E-11,-2.67603E-11,-2.68774E-13,-2.68774E-13
