X (Second),CH1 (Volt),CH2 (Volt),
-5.02270e+00,-2.88e+00,-1.44e+00,
-5.02268e+00,-2.96e+00,-1.44e+00,
-5.02266e+00,-2.96e+00,-1.52e+00,
-5.02264e+00,-2.88e+00,-1.44e+00,
-5.02262e+00,-2.88e+00,-1.44e+00,
-5.02260e+00,-2.88e+00,-1.44e+00,
-5.02258e+00,-2.88e+00,-1.52e+00,
-5.02256e+00,-2.88e+00,-1.52e+00,
-5.02254e+00,-2.88e+00,-1.44e+00,
-5.02252e+00,-2.96e+00,-1.44e+00,
-5.02250e+00,-2.88e+00,-1.52e+00,
-5.02248e+00,-2.88e+00,-1.52e+00,
-5.02246e+00,-2.88e+00,-1.44e+00,
-5.02244e+00,-2.96e+00,-1.52e+00,
-5.02242e+00,-2.88e+00,-1.44e+00,
-5.02240e+00,-2.96e+00,-1.52e+00,
-5.02238e+00,-2.96e+00,-1.44e+00,
-5.02236e+00,-2.88e+00,-1.44e+00,
-5.02234e+00,-2.88e+00,-1.44e+00,
-5.02232e+00,-2.88e+00,-1.44e+00,
-5.02230e+00,-2.88e+00,-1.44e+00,
-5.02228e+00,-2.96e+00,-1.44e+00,
-5.02227e+00,-2.88e+00,-1.44e+00,
-5.02225e+00,-2.88e+00,-1.44e+00,
-5.02223e+00,-2.96e+00,-1.52e+00,
-5.02221e+00,-2.88e+00,-1.44e+00,
-5.02219e+00,-2.96e+00,-1.44e+00,
-5.02217e+00,-2.88e+00,-1.44e+00,
-5.02215e+00,-2.88e+00,-1.44e+00,
-5.02213e+00,-2.88e+00,-1.44e+00,
-5.02211e+00,-2.88e+00,-1.44e+00,
-5.02209e+00,-2.96e+00,-1.44e+00,
-5.02207e+00,-2.96e+00,-1.44e+00,
-5.02205e+00,-2.96e+00,-1.44e+00,
-5.02203e+00,-2.96e+00,-1.44e+00,
-5.02201e+00,-2.88e+00,-1.44e+00,
-5.02199e+00,-2.88e+00,-1.44e+00,
-5.02197e+00,-2.96e+00,-1.44e+00,
-5.02195e+00,-2.88e+00,-1.52e+00,
-5.02193e+00,-2.88e+00,-1.52e+00,
-5.02191e+00,-2.88e+00,-1.44e+00,
-5.02189e+00,-2.88e+00,-1.44e+00,
-5.02187e+00,-2.96e+00,-1.44e+00,
-5.02186e+00,-2.96e+00,-1.52e+00,
-5.02184e+00,-2.96e+00,-1.44e+00,
-5.02182e+00,-2.96e+00,-1.44e+00,
-5.02180e+00,-2.88e+00,-1.44e+00,
-5.02178e+00,-2.88e+00,-1.44e+00,
-5.02176e+00,-2.88e+00,-1.44e+00,
-5.02174e+00,-2.88e+00,-1.44e+00,
-5.02172e+00,-2.88e+00,-1.44e+00,
-5.02170e+00,-2.88e+00,-1.44e+00,
-5.02168e+00,-2.88e+00,-1.44e+00,
-5.02166e+00,-2.88e+00,-1.52e+00,
-5.02164e+00,-2.88e+00,-1.44e+00,
-5.02162e+00,-2.96e+00,-1.44e+00,
-5.02160e+00,-2.88e+00,-1.44e+00,
-5.02158e+00,-2.88e+00,-1.44e+00,
-5.02156e+00,-2.96e+00,-1.52e+00,
-5.02154e+00,-2.88e+00,-1.44e+00,
-5.02152e+00,-2.96e+00,-1.52e+00,
-5.02150e+00,-2.96e+00,-1.44e+00,
-5.02148e+00,-2.96e+00,-1.52e+00,
-5.02146e+00,-2.88e+00,-1.52e+00,
-5.02145e+00,-2.88e+00,-1.44e+00,
-5.02143e+00,-2.96e+00,-1.52e+00,
-5.02141e+00,-2.96e+00,-1.44e+00,
-5.02139e+00,-2.88e+00,-1.44e+00,
-5.02137e+00,-2.88e+00,-1.52e+00,
-5.02135e+00,-2.96e+00,-1.44e+00,
-5.02133e+00,-2.96e+00,-1.44e+00,
-5.02131e+00,-2.96e+00,-1.44e+00,
-5.02129e+00,-2.96e+00,-1.44e+00,
-5.02127e+00,-2.96e+00,-1.44e+00,
-5.02125e+00,-2.96e+00,-1.44e+00,
-5.02123e+00,-2.88e+00,-1.44e+00,
-5.02121e+00,-2.96e+00,-1.44e+00,
-5.02119e+00,-2.88e+00,-1.44e+00,
-5.02117e+00,-2.88e+00,-1.44e+00,
-5.02115e+00,-2.88e+00,-1.44e+00,
-5.02113e+00,-2.96e+00,-1.44e+00,
-5.02111e+00,-2.96e+00,-1.44e+00,
-5.02109e+00,-2.88e+00,-1.44e+00,
-5.02107e+00,-2.88e+00,-1.44e+00,
-5.02105e+00,-2.96e+00,-1.52e+00,
-5.02104e+00,-2.96e+00,-1.44e+00,
-5.02102e+00,-2.96e+00,-1.44e+00,
-5.02100e+00,-2.88e+00,-1.44e+00,
-5.02098e+00,-2.88e+00,-1.52e+00,
-5.02096e+00,-2.96e+00,-1.52e+00,
-5.02094e+00,-2.96e+00,-1.44e+00,
-5.02092e+00,-2.96e+00,-1.44e+00,
-5.02090e+00,-2.96e+00,-1.44e+00,
-5.02088e+00,-2.96e+00,-1.52e+00,
-5.02086e+00,-2.88e+00,-1.44e+00,
-5.02084e+00,-2.88e+00,-1.44e+00,
-5.02082e+00,-2.88e+00,-1.52e+00,
-5.02080e+00,-2.96e+00,-1.44e+00,
-5.02078e+00,-2.96e+00,-1.44e+00,
-5.02076e+00,-2.88e+00,-1.44e+00,
-5.02074e+00,-2.96e+00,-1.44e+00,
-5.02072e+00,-2.88e+00,-1.44e+00,
-5.02070e+00,-2.88e+00,-1.44e+00,
-5.02068e+00,-2.96e+00,-1.44e+00,
-5.02066e+00,-2.88e+00,-1.52e+00,
-5.02064e+00,-2.88e+00,-1.44e+00,
-5.02063e+00,-2.88e+00,-1.52e+00,
-5.02061e+00,-2.88e+00,-1.44e+00,
-5.02059e+00,-2.96e+00,-1.44e+00,
-5.02057e+00,-2.96e+00,-1.44e+00,
-5.02055e+00,-2.96e+00,-1.44e+00,
-5.02053e+00,-2.88e+00,-1.44e+00,
-5.02051e+00,-2.96e+00,-1.44e+00,
-5.02049e+00,-2.96e+00,-1.44e+00,
-5.02047e+00,-2.96e+00,-1.44e+00,
-5.02045e+00,-2.88e+00,-1.44e+00,
-5.02043e+00,-2.88e+00,-1.44e+00,
-5.02041e+00,-2.96e+00,-1.44e+00,
-5.02039e+00,-2.96e+00,-1.44e+00,
-5.02037e+00,-2.96e+00,-1.44e+00,
-5.02035e+00,-2.96e+00,-1.44e+00,
-5.02033e+00,-2.96e+00,-1.44e+00,
-5.02031e+00,-2.88e+00,-1.44e+00,
-5.02029e+00,-2.88e+00,-1.44e+00,
-5.02027e+00,-2.88e+00,-1.44e+00,
-5.02025e+00,-2.96e+00,-1.44e+00,
-5.02023e+00,-2.96e+00,-1.44e+00,
-5.02021e+00,-2.88e+00,-1.44e+00,
-5.02020e+00,-2.88e+00,-1.44e+00,
-5.02018e+00,-2.96e+00,-1.44e+00,
-5.02016e+00,-2.88e+00,-1.44e+00,
-5.02014e+00,-2.96e+00,-1.44e+00,
-5.02012e+00,-2.96e+00,-1.44e+00,
-5.02010e+00,-2.96e+00,-1.44e+00,
-5.02008e+00,-2.96e+00,-1.44e+00,
-5.02006e+00,-2.96e+00,-1.44e+00,
-5.02004e+00,-2.96e+00,-1.44e+00,
-5.02002e+00,-2.88e+00,-1.44e+00,
-5.02000e+00,-2.96e+00,-1.44e+00,
-5.01998e+00,-2.88e+00,-1.44e+00,
-5.01996e+00,-2.88e+00,-1.44e+00,
-5.01994e+00,-2.96e+00,-1.44e+00,
-5.01992e+00,-2.96e+00,-1.44e+00,
-5.01990e+00,-2.96e+00,-1.44e+00,
-5.01988e+00,-2.96e+00,-1.44e+00,
-5.01986e+00,-2.88e+00,-1.44e+00,
-5.01984e+00,-2.88e+00,-1.44e+00,
-5.01982e+00,-2.96e+00,-1.44e+00,
-5.01980e+00,-2.88e+00,-1.44e+00,
-5.01978e+00,-2.96e+00,-1.44e+00,
-5.01977e+00,-2.88e+00,-1.44e+00,
-5.01975e+00,-2.88e+00,-1.44e+00,
-5.01973e+00,-2.88e+00,-1.44e+00,
-5.01971e+00,-2.96e+00,-1.44e+00,
-5.01969e+00,-2.96e+00,-1.44e+00,
-5.01967e+00,-2.96e+00,-1.44e+00,
-5.01965e+00,-2.96e+00,-1.44e+00,
-5.01963e+00,-2.96e+00,-1.44e+00,
-5.01961e+00,-2.96e+00,-1.44e+00,
-5.01959e+00,-2.88e+00,-1.44e+00,
-5.01957e+00,-2.96e+00,-1.44e+00,
-5.01955e+00,-2.88e+00,-1.44e+00,
-5.01953e+00,-2.96e+00,-1.44e+00,
-5.01951e+00,-2.88e+00,-1.44e+00,
-5.01949e+00,-2.96e+00,-1.44e+00,
-5.01947e+00,-2.96e+00,-1.44e+00,
-5.01945e+00,-2.96e+00,-1.44e+00,
-5.01943e+00,-2.96e+00,-1.44e+00,
-5.01941e+00,-2.96e+00,-1.44e+00,
-5.01939e+00,-2.88e+00,-1.44e+00,
-5.01937e+00,-2.96e+00,-1.44e+00,
-5.01936e+00,-2.96e+00,-1.44e+00,
-5.01934e+00,-2.96e+00,-1.44e+00,
-5.01932e+00,-2.96e+00,-1.52e+00,
-5.01930e+00,-2.96e+00,-1.44e+00,
-5.01928e+00,-2.88e+00,-1.44e+00,
-5.01926e+00,-2.96e+00,-1.44e+00,
-5.01924e+00,-2.96e+00,-1.44e+00,
-5.01922e+00,-2.96e+00,-1.44e+00,
-5.01920e+00,-2.96e+00,-1.44e+00,
-5.01918e+00,-2.96e+00,-1.52e+00,
-5.01916e+00,-2.96e+00,-1.44e+00,
-5.01914e+00,-2.96e+00,-1.44e+00,
-5.01912e+00,-2.88e+00,-1.44e+00,
-5.01910e+00,-2.96e+00,-1.44e+00,
-5.01908e+00,-2.96e+00,-1.44e+00,
-5.01906e+00,-2.96e+00,-1.44e+00,
-5.01904e+00,-2.88e+00,-1.52e+00,
-5.01902e+00,-2.96e+00,-1.44e+00,
-5.01900e+00,-2.96e+00,-1.44e+00,
-5.01898e+00,-2.96e+00,-1.44e+00,
-5.01896e+00,-2.96e+00,-1.44e+00,
-5.01895e+00,-2.96e+00,-1.44e+00,
-5.01893e+00,-2.96e+00,-1.52e+00,
-5.01891e+00,-2.96e+00,-1.52e+00,
-5.01889e+00,-2.88e+00,-1.44e+00,
-5.01887e+00,-2.96e+00,-1.44e+00,
-5.01885e+00,-2.96e+00,-1.44e+00,
-5.01883e+00,-2.96e+00,-1.44e+00,
-5.01881e+00,-2.88e+00,-1.52e+00,
-5.01879e+00,-2.96e+00,-1.44e+00,
-5.01877e+00,-2.96e+00,-1.44e+00,
-5.01875e+00,-2.96e+00,-1.44e+00,
-5.01873e+00,-2.96e+00,-1.44e+00,
-5.01871e+00,-2.88e+00,-1.44e+00,
-5.01869e+00,-2.96e+00,-1.44e+00,
-5.01867e+00,-2.96e+00,-1.44e+00,
-5.01865e+00,-2.96e+00,-1.44e+00,
-5.01863e+00,-2.96e+00,-1.44e+00,
-5.01861e+00,-2.96e+00,-1.44e+00,
-5.01859e+00,-2.96e+00,-1.44e+00,
-5.01857e+00,-2.96e+00,-1.44e+00,
-5.01855e+00,-2.88e+00,-1.44e+00,
-5.01854e+00,-2.96e+00,-1.44e+00,
-5.01852e+00,-2.96e+00,-1.44e+00,
-5.01850e+00,-2.96e+00,-1.44e+00,
-5.01848e+00,-2.96e+00,-1.52e+00,
-5.01846e+00,-2.96e+00,-1.44e+00,
-5.01844e+00,-2.96e+00,-1.44e+00,
-5.01842e+00,-2.88e+00,-1.44e+00,
-5.01840e+00,-2.96e+00,-1.44e+00,
-5.01838e+00,-2.96e+00,-1.44e+00,
-5.01836e+00,-2.96e+00,-1.44e+00,
-5.01834e+00,-2.88e+00,-1.44e+00,
-5.01832e+00,-2.96e+00,-1.44e+00,
-5.01830e+00,-2.96e+00,-1.44e+00,
-5.01828e+00,-2.96e+00,-1.44e+00,
-5.01826e+00,-2.96e+00,-1.44e+00,
-5.01824e+00,-2.96e+00,-1.44e+00,
-5.01822e+00,-2.96e+00,-1.44e+00,
-5.01820e+00,-2.96e+00,-1.44e+00,
-5.01818e+00,-2.96e+00,-1.52e+00,
-5.01816e+00,-2.96e+00,-1.44e+00,
-5.01814e+00,-2.96e+00,-1.44e+00,
-5.01813e+00,-2.88e+00,-1.44e+00,
-5.01811e+00,-2.96e+00,-1.44e+00,
-5.01809e+00,-2.96e+00,-1.44e+00,
-5.01807e+00,-2.96e+00,-1.44e+00,
-5.01805e+00,-2.88e+00,-1.44e+00,
-5.01803e+00,-2.96e+00,-1.44e+00,
-5.01801e+00,-2.96e+00,-1.44e+00,
-5.01799e+00,-2.96e+00,-1.44e+00,
-5.01797e+00,-2.96e+00,-1.44e+00,
-5.01795e+00,-2.88e+00,-1.44e+00,
-5.01793e+00,-2.88e+00,-1.44e+00,
-5.01791e+00,-2.96e+00,-1.52e+00,
-5.01789e+00,-2.96e+00,-1.44e+00,
-5.01787e+00,-2.96e+00,-1.44e+00,
-5.01785e+00,-2.96e+00,-1.44e+00,
-5.01783e+00,-2.96e+00,-1.44e+00,
-5.01781e+00,-2.96e+00,-1.44e+00,
-5.01779e+00,-2.96e+00,-1.44e+00,
-5.01777e+00,-2.96e+00,-1.44e+00,
-5.01775e+00,-2.96e+00,-1.44e+00,
-5.01773e+00,-2.96e+00,-1.44e+00,
-5.01771e+00,-2.96e+00,-1.44e+00,
-5.01770e+00,-2.96e+00,-1.44e+00,
-5.01768e+00,-2.96e+00,-1.44e+00,
-5.01766e+00,-2.96e+00,-1.44e+00,
-5.01764e+00,-2.88e+00,-1.44e+00,
-5.01762e+00,-2.96e+00,-1.44e+00,
-5.01760e+00,-2.96e+00,-1.44e+00,
-5.01758e+00,-2.96e+00,-1.44e+00,
-5.01756e+00,-2.96e+00,-1.52e+00,
-5.01754e+00,-2.96e+00,-1.44e+00,
-5.01752e+00,-2.96e+00,-1.44e+00,
-5.01750e+00,-2.96e+00,-1.44e+00,
-5.01748e+00,-2.96e+00,-1.44e+00,
-5.01746e+00,-2.96e+00,-1.44e+00,
-5.01744e+00,-2.96e+00,-1.44e+00,
-5.01742e+00,-2.96e+00,-1.44e+00,
-5.01740e+00,-2.96e+00,-1.44e+00,
-5.01738e+00,-2.96e+00,-1.44e+00,
-5.01736e+00,-2.96e+00,-1.44e+00,
-5.01734e+00,-2.96e+00,-1.44e+00,
-5.01732e+00,-2.96e+00,-1.44e+00,
-5.01730e+00,-2.96e+00,-1.44e+00,
-5.01728e+00,-2.96e+00,-1.44e+00,
-5.01727e+00,-2.96e+00,-1.44e+00,
-5.01725e+00,-2.96e+00,-1.44e+00,
-5.01723e+00,-2.96e+00,-1.44e+00,
-5.01721e+00,-2.96e+00,-1.44e+00,
-5.01719e+00,-2.96e+00,-1.44e+00,
-5.01717e+00,-2.96e+00,-1.44e+00,
-5.01715e+00,-2.96e+00,-1.44e+00,
-5.01713e+00,-2.96e+00,-1.44e+00,
-5.01711e+00,-2.96e+00,-1.44e+00,
-5.01709e+00,-2.96e+00,-1.44e+00,
-5.01707e+00,-2.96e+00,-1.44e+00,
-5.01705e+00,-2.96e+00,-1.52e+00,
-5.01703e+00,-2.96e+00,-1.44e+00,
-5.01701e+00,-2.88e+00,-1.44e+00,
-5.01699e+00,-2.96e+00,-1.44e+00,
-5.01697e+00,-2.96e+00,-1.44e+00,
-5.01695e+00,-2.88e+00,-1.44e+00,
-5.01693e+00,-2.96e+00,-1.44e+00,
-5.01691e+00,-2.96e+00,-1.44e+00,
-5.01689e+00,-2.96e+00,-1.44e+00,
-5.01687e+00,-2.96e+00,-1.44e+00,
-5.01686e+00,-2.96e+00,-1.44e+00,
-5.01684e+00,-2.96e+00,-1.44e+00,
-5.01682e+00,-2.96e+00,-1.44e+00,
-5.01680e+00,-2.96e+00,-1.44e+00,
-5.01678e+00,-2.96e+00,-1.44e+00,
-5.01676e+00,-2.96e+00,-1.44e+00,
-5.01674e+00,-2.96e+00,-1.44e+00,
-5.01672e+00,-2.96e+00,-1.44e+00,
-5.01670e+00,-2.96e+00,-1.44e+00,
-5.01668e+00,-2.96e+00,-1.44e+00,
-5.01666e+00,-2.96e+00,-1.44e+00,
-5.01664e+00,-2.96e+00,-1.44e+00,
-5.01662e+00,-2.96e+00,-1.44e+00,
-5.01660e+00,-2.96e+00,-1.44e+00,
-5.01658e+00,-2.96e+00,-1.44e+00,
-5.01656e+00,-2.96e+00,-1.44e+00,
-5.01654e+00,-2.96e+00,-1.44e+00,
-5.01652e+00,-2.96e+00,-1.44e+00,
-5.01650e+00,-2.96e+00,-1.44e+00,
-5.01648e+00,-2.96e+00,-1.44e+00,
-5.01646e+00,-2.96e+00,-1.44e+00,
-5.01645e+00,-2.96e+00,-1.44e+00,
-5.01643e+00,-2.96e+00,-1.44e+00,
-5.01641e+00,-2.96e+00,-1.44e+00,
-5.01639e+00,-2.96e+00,-1.44e+00,
-5.01637e+00,-2.96e+00,-1.44e+00,
-5.01635e+00,-2.96e+00,-1.44e+00,
-5.01633e+00,-2.96e+00,-1.44e+00,
-5.01631e+00,-2.88e+00,-1.44e+00,
-5.01629e+00,-2.96e+00,-1.44e+00,
-5.01627e+00,-2.88e+00,-1.44e+00,
-5.01625e+00,-2.96e+00,-1.44e+00,
-5.01623e+00,-2.96e+00,-1.44e+00,
-5.01621e+00,-2.96e+00,-1.44e+00,
-5.01619e+00,-2.96e+00,-1.44e+00,
-5.01617e+00,-2.96e+00,-1.44e+00,
-5.01615e+00,-2.96e+00,-1.44e+00,
-5.01613e+00,-2.96e+00,-1.44e+00,
-5.01611e+00,-2.96e+00,-1.44e+00,
-5.01609e+00,-2.88e+00,-1.44e+00,
-5.01607e+00,-2.96e+00,-1.44e+00,
-5.01605e+00,-2.96e+00,-1.44e+00,
-5.01604e+00,-2.96e+00,-1.44e+00,
-5.01602e+00,-2.96e+00,-1.44e+00,
-5.01600e+00,-2.96e+00,-1.44e+00,
-5.01598e+00,-2.96e+00,-1.44e+00,
-5.01596e+00,-2.96e+00,-1.44e+00,
-5.01594e+00,-2.88e+00,-1.44e+00,
-5.01592e+00,-2.88e+00,-1.44e+00,
-5.01590e+00,-2.96e+00,-1.44e+00,
-5.01588e+00,-2.96e+00,-1.44e+00,
-5.01586e+00,-2.96e+00,-1.44e+00,
-5.01584e+00,-2.88e+00,-1.44e+00,
-5.01582e+00,-2.96e+00,-1.44e+00,
-5.01580e+00,-2.96e+00,-1.52e+00,
-5.01578e+00,-2.96e+00,-1.44e+00,
-5.01576e+00,-2.96e+00,-1.44e+00,
-5.01574e+00,-2.96e+00,-1.52e+00,
-5.01572e+00,-2.96e+00,-1.44e+00,
-5.01570e+00,-2.96e+00,-1.44e+00,
-5.01568e+00,-2.88e+00,-1.44e+00,
-5.01566e+00,-2.88e+00,-1.44e+00,
-5.01564e+00,-2.96e+00,-1.44e+00,
-5.01563e+00,-2.96e+00,-1.44e+00,
-5.01561e+00,-2.96e+00,-1.44e+00,
-5.01559e+00,-2.96e+00,-1.44e+00,
-5.01557e+00,-2.96e+00,-1.44e+00,
-5.01555e+00,-2.88e+00,-1.44e+00,
-5.01553e+00,-2.96e+00,-1.44e+00,
-5.01551e+00,-2.96e+00,-1.44e+00,
-5.01549e+00,-2.96e+00,-1.44e+00,
-5.01547e+00,-2.96e+00,-1.44e+00,
-5.01545e+00,-2.88e+00,-1.44e+00,
-5.01543e+00,-2.96e+00,-1.44e+00,
-5.01541e+00,-2.96e+00,-1.44e+00,
-5.01539e+00,-2.96e+00,-1.44e+00,
-5.01537e+00,-2.88e+00,-1.44e+00,
-5.01535e+00,-2.96e+00,-1.44e+00,
-5.01533e+00,-2.96e+00,-1.44e+00,
-5.01531e+00,-2.96e+00,-1.44e+00,
-5.01529e+00,-2.96e+00,-1.44e+00,
-5.01527e+00,-2.96e+00,-1.44e+00,
-5.01525e+00,-2.96e+00,-1.44e+00,
-5.01523e+00,-2.96e+00,-1.52e+00,
-5.01521e+00,-2.96e+00,-1.44e+00,
-5.01520e+00,-2.96e+00,-1.44e+00,
-5.01518e+00,-2.96e+00,-1.44e+00,
-5.01516e+00,-2.96e+00,-1.44e+00,
-5.01514e+00,-2.88e+00,-1.44e+00,
-5.01512e+00,-2.96e+00,-1.44e+00,
-5.01510e+00,-2.96e+00,-1.44e+00,
-5.01508e+00,-2.96e+00,-1.44e+00,
-5.01506e+00,-2.96e+00,-1.44e+00,
-5.01504e+00,-2.96e+00,-1.44e+00,
-5.01502e+00,-2.96e+00,-1.44e+00,
-5.01500e+00,-2.96e+00,-1.44e+00,
-5.01498e+00,-2.96e+00,-1.44e+00,
-5.01496e+00,-2.96e+00,-1.44e+00,
-5.01494e+00,-2.96e+00,-1.44e+00,
-5.01492e+00,-2.96e+00,-1.44e+00,
-5.01490e+00,-2.96e+00,-1.44e+00,
-5.01488e+00,-2.96e+00,-1.44e+00,
-5.01486e+00,-2.96e+00,-1.44e+00,
-5.01484e+00,-2.88e+00,-1.44e+00,
-5.01482e+00,-2.88e+00,-1.44e+00,
-5.01480e+00,-2.96e+00,-1.44e+00,
-5.01478e+00,-2.96e+00,-1.44e+00,
-5.01477e+00,-2.88e+00,-1.44e+00,
-5.01475e+00,-2.88e+00,-1.44e+00,
-5.01473e+00,-2.96e+00,-1.52e+00,
-5.01471e+00,-2.96e+00,-1.44e+00,
-5.01469e+00,-2.96e+00,-1.44e+00,
-5.01467e+00,-2.96e+00,-1.52e+00,
-5.01465e+00,-2.96e+00,-1.44e+00,
-5.01463e+00,-2.96e+00,-1.44e+00,
-5.01461e+00,-2.96e+00,-1.44e+00,
-5.01459e+00,-2.96e+00,-1.44e+00,
-5.01457e+00,-2.88e+00,-1.44e+00,
-5.01455e+00,-2.96e+00,-1.44e+00,
-5.01453e+00,-2.88e+00,-1.44e+00,
-5.01451e+00,-2.96e+00,-1.44e+00,
-5.01449e+00,-2.96e+00,-1.44e+00,
-5.01447e+00,-2.96e+00,-1.44e+00,
-5.01445e+00,-2.96e+00,-1.44e+00,
-5.01443e+00,-2.96e+00,-1.44e+00,
-5.01441e+00,-2.96e+00,-1.44e+00,
-5.01439e+00,-2.96e+00,-1.44e+00,
-5.01437e+00,-2.96e+00,-1.44e+00,
-5.01436e+00,-2.96e+00,-1.44e+00,
-5.01434e+00,-2.96e+00,-1.44e+00,
-5.01432e+00,-2.96e+00,-1.44e+00,
-5.01430e+00,-2.96e+00,-1.52e+00,
-5.01428e+00,-2.96e+00,-1.44e+00,
-5.01426e+00,-2.96e+00,-1.44e+00,
-5.01424e+00,-2.96e+00,-1.44e+00,
-5.01422e+00,-2.96e+00,-1.44e+00,
-5.01420e+00,-2.88e+00,-1.44e+00,
-5.01418e+00,-2.96e+00,-1.52e+00,
-5.01416e+00,-2.96e+00,-1.44e+00,
-5.01414e+00,-2.96e+00,-1.44e+00,
-5.01412e+00,-2.96e+00,-1.44e+00,
-5.01410e+00,-2.96e+00,-1.44e+00,
-5.01408e+00,-2.96e+00,-1.44e+00,
-5.01406e+00,-2.96e+00,-1.44e+00,
-5.01404e+00,-2.96e+00,-1.44e+00,
-5.01402e+00,-2.96e+00,-1.44e+00,
-5.01400e+00,-2.96e+00,-1.44e+00,
-5.01398e+00,-2.96e+00,-1.44e+00,
-5.01396e+00,-2.96e+00,-1.44e+00,
-5.01395e+00,-2.96e+00,-1.44e+00,
-5.01393e+00,-2.96e+00,-1.44e+00,
-5.01391e+00,-2.96e+00,-1.44e+00,
-5.01389e+00,-2.96e+00,-1.44e+00,
-5.01387e+00,-2.96e+00,-1.44e+00,
-5.01385e+00,-2.96e+00,-1.44e+00,
-5.01383e+00,-2.96e+00,-1.44e+00,
-5.01381e+00,-2.96e+00,-1.44e+00,
-5.01379e+00,-2.96e+00,-1.52e+00,
-5.01377e+00,-2.96e+00,-1.44e+00,
-5.01375e+00,-2.96e+00,-1.44e+00,
-5.01373e+00,-2.96e+00,-1.44e+00,
-5.01371e+00,-2.96e+00,-1.44e+00,
-5.01369e+00,-2.96e+00,-1.44e+00,
-5.01367e+00,-2.96e+00,-1.44e+00,
-5.01365e+00,-2.96e+00,-1.44e+00,
-5.01363e+00,-2.96e+00,-1.44e+00,
-5.01361e+00,-2.96e+00,-1.44e+00,
-5.01359e+00,-2.96e+00,-1.44e+00,
-5.01357e+00,-2.96e+00,-1.44e+00,
-5.01355e+00,-2.96e+00,-1.44e+00,
-5.01354e+00,-2.96e+00,-1.44e+00,
-5.01352e+00,-2.96e+00,-1.44e+00,
-5.01350e+00,-2.96e+00,-1.44e+00,
-5.01348e+00,-2.88e+00,-1.44e+00,
-5.01346e+00,-2.96e+00,-1.44e+00,
-5.01344e+00,-2.96e+00,-1.44e+00,
-5.01342e+00,-2.96e+00,-1.44e+00,
-5.01340e+00,-2.96e+00,-1.44e+00,
-5.01338e+00,-2.96e+00,-1.44e+00,
-5.01336e+00,-2.96e+00,-1.44e+00,
-5.01334e+00,-2.96e+00,-1.44e+00,
-5.01332e+00,-2.96e+00,-1.44e+00,
-5.01330e+00,-2.96e+00,-1.44e+00,
-5.01328e+00,-2.96e+00,-1.44e+00,
-5.01326e+00,-2.96e+00,-1.44e+00,
-5.01324e+00,-2.88e+00,-1.44e+00,
-5.01322e+00,-2.96e+00,-1.44e+00,
-5.01320e+00,-2.96e+00,-1.44e+00,
-5.01318e+00,-2.96e+00,-1.44e+00,
-5.01316e+00,-2.96e+00,-1.44e+00,
-5.01314e+00,-2.96e+00,-1.44e+00,
-5.01312e+00,-2.96e+00,-1.44e+00,
-5.01311e+00,-2.96e+00,-1.44e+00,
-5.01309e+00,-2.96e+00,-1.44e+00,
-5.01307e+00,-2.96e+00,-1.44e+00,
-5.01305e+00,-2.96e+00,-1.44e+00,
-5.01303e+00,-2.88e+00,-1.44e+00,
-5.01301e+00,-2.96e+00,-1.44e+00,
-5.01299e+00,-2.96e+00,-1.44e+00,
-5.01297e+00,-2.96e+00,-1.44e+00,
-5.01295e+00,-2.96e+00,-1.44e+00,
-5.01293e+00,-2.96e+00,-1.44e+00,
-5.01291e+00,-2.96e+00,-1.44e+00,
-5.01289e+00,-2.88e+00,-1.44e+00,
-5.01287e+00,-2.96e+00,-1.44e+00,
-5.01285e+00,-2.96e+00,-1.44e+00,
-5.01283e+00,-2.96e+00,-1.44e+00,
-5.01281e+00,-2.96e+00,-1.44e+00,
-5.01279e+00,-2.96e+00,-1.44e+00,
-5.01277e+00,-2.96e+00,-1.44e+00,
-5.01275e+00,-2.96e+00,-1.44e+00,
-5.01273e+00,-2.96e+00,-1.44e+00,
-5.01271e+00,-2.96e+00,-1.44e+00,
-5.01270e+00,-2.96e+00,-1.44e+00,
-5.01268e+00,-2.96e+00,-1.44e+00,
-5.01266e+00,-2.96e+00,-1.52e+00,
-5.01264e+00,-2.96e+00,-1.44e+00,
-5.01262e+00,-2.96e+00,-1.44e+00,
-5.01260e+00,-2.96e+00,-1.44e+00,
-5.01258e+00,-2.96e+00,-1.44e+00,
-5.01256e+00,-2.96e+00,-1.44e+00,
-5.01254e+00,-2.96e+00,-1.44e+00,
-5.01252e+00,-2.96e+00,-1.44e+00,
-5.01250e+00,-2.96e+00,-1.44e+00,
-5.01248e+00,-2.96e+00,-1.44e+00,
-5.01246e+00,-2.96e+00,-1.44e+00,
-5.01244e+00,-2.96e+00,-1.44e+00,
-5.01242e+00,-2.96e+00,-1.44e+00,
-5.01240e+00,-2.96e+00,-1.44e+00,
-5.01238e+00,-2.96e+00,-1.44e+00,
-5.01236e+00,-2.96e+00,-1.52e+00,
-5.01234e+00,-2.96e+00,-1.44e+00,
-5.01232e+00,-2.96e+00,-1.44e+00,
-5.01230e+00,-2.96e+00,-1.44e+00,
-5.01229e+00,-2.96e+00,-1.44e+00,
-5.01227e+00,-2.96e+00,-1.44e+00,
-5.01225e+00,-2.96e+00,-1.44e+00,
-5.01223e+00,-2.96e+00,-1.44e+00,
