X (Second),CH1 (Volt),CH2 (Volt),
-4.44512e+00,-3.60e+00,-4.80e-01,
-4.44510e+00,-3.60e+00,-4.80e-01,
-4.44508e+00,-3.60e+00,-4.80e-01,
-4.44506e+00,-3.60e+00,-4.80e-01,
-4.44504e+00,-3.60e+00,-4.80e-01,
-4.44502e+00,-3.60e+00,-4.80e-01,
-4.44500e+00,-3.60e+00,-4.00e-01,
-4.44498e+00,-3.60e+00,-4.80e-01,
-4.44496e+00,-3.60e+00,-4.80e-01,
-4.44494e+00,-3.60e+00,-4.80e-01,
-4.44492e+00,-3.60e+00,-4.80e-01,
-4.44490e+00,-3.60e+00,-4.00e-01,
-4.44488e+00,-3.60e+00,-4.80e-01,
-4.44486e+00,-3.60e+00,-4.80e-01,
-4.44484e+00,-3.60e+00,-4.80e-01,
-4.44482e+00,-3.60e+00,-4.80e-01,
-4.44480e+00,-3.60e+00,-4.80e-01,
-4.44479e+00,-3.60e+00,-4.80e-01,
-4.44477e+00,-3.60e+00,-4.80e-01,
-4.44475e+00,-3.60e+00,-4.80e-01,
-4.44473e+00,-3.60e+00,-4.80e-01,
-4.44471e+00,-3.60e+00,-4.80e-01,
-4.44469e+00,-3.60e+00,-4.80e-01,
-4.44467e+00,-3.60e+00,-4.80e-01,
-4.44465e+00,-3.60e+00,-4.80e-01,
-4.44463e+00,-3.60e+00,-4.80e-01,
-4.44461e+00,-3.60e+00,-4.80e-01,
-4.44459e+00,-3.60e+00,-4.80e-01,
-4.44457e+00,-3.60e+00,-4.80e-01,
-4.44455e+00,-3.60e+00,-4.80e-01,
-4.44453e+00,-3.60e+00,-4.80e-01,
-4.44451e+00,-3.60e+00,-4.80e-01,
-4.44449e+00,-3.60e+00,-4.80e-01,
-4.44447e+00,-3.60e+00,-4.80e-01,
-4.44445e+00,-3.60e+00,-4.80e-01,
-4.44443e+00,-3.60e+00,-4.80e-01,
-4.44441e+00,-3.60e+00,-4.80e-01,
-4.44439e+00,-3.60e+00,-4.80e-01,
-4.44438e+00,-3.60e+00,-4.80e-01,
-4.44436e+00,-3.60e+00,-4.80e-01,
-4.44434e+00,-3.60e+00,-4.80e-01,
-4.44432e+00,-3.60e+00,-4.80e-01,
-4.44430e+00,-3.60e+00,-4.80e-01,
-4.44428e+00,-3.60e+00,-4.80e-01,
-4.44426e+00,-3.60e+00,-4.80e-01,
-4.44424e+00,-3.60e+00,-4.80e-01,
-4.44422e+00,-3.60e+00,-4.80e-01,
-4.44420e+00,-3.60e+00,-4.00e-01,
-4.44418e+00,-3.60e+00,-4.80e-01,
-4.44416e+00,-3.60e+00,-4.80e-01,
-4.44414e+00,-3.60e+00,-4.80e-01,
-4.44412e+00,-3.60e+00,-4.80e-01,
-4.44410e+00,-3.60e+00,-4.80e-01,
-4.44408e+00,-3.60e+00,-4.80e-01,
-4.44406e+00,-3.60e+00,-4.80e-01,
-4.44404e+00,-3.60e+00,-4.80e-01,
-4.44402e+00,-3.60e+00,-4.80e-01,
-4.44400e+00,-3.60e+00,-4.80e-01,
-4.44398e+00,-3.60e+00,-4.80e-01,
-4.44396e+00,-3.60e+00,-4.80e-01,
-4.44395e+00,-3.60e+00,-4.80e-01,
-4.44393e+00,-3.60e+00,-4.80e-01,
-4.44391e+00,-3.60e+00,-4.00e-01,
-4.44389e+00,-3.60e+00,-4.80e-01,
-4.44387e+00,-3.60e+00,-4.80e-01,
-4.44385e+00,-3.60e+00,-4.80e-01,
-4.44383e+00,-3.60e+00,-4.80e-01,
-4.44381e+00,-3.60e+00,-4.80e-01,
-4.44379e+00,-3.60e+00,-4.80e-01,
-4.44377e+00,-3.60e+00,-4.00e-01,
-4.44375e+00,-3.60e+00,-4.80e-01,
-4.44373e+00,-3.60e+00,-4.80e-01,
-4.44371e+00,-3.60e+00,-4.80e-01,
-4.44369e+00,-3.60e+00,-4.80e-01,
-4.44367e+00,-3.60e+00,-4.80e-01,
-4.44365e+00,-3.60e+00,-4.80e-01,
-4.44363e+00,-3.60e+00,-4.80e-01,
-4.44361e+00,-3.60e+00,-4.80e-01,
-4.44359e+00,-3.60e+00,-4.80e-01,
-4.44357e+00,-3.60e+00,-4.80e-01,
-4.44355e+00,-3.60e+00,-4.80e-01,
-4.44353e+00,-3.60e+00,-4.80e-01,
-4.44352e+00,-3.60e+00,-4.80e-01,
-4.44350e+00,-3.60e+00,-4.80e-01,
-4.44348e+00,-3.60e+00,-4.80e-01,
-4.44346e+00,-3.60e+00,-4.80e-01,
-4.44344e+00,-3.60e+00,-4.80e-01,
-4.44342e+00,-3.60e+00,-4.80e-01,
-4.44340e+00,-3.60e+00,-4.80e-01,
-4.44338e+00,-3.60e+00,-4.80e-01,
-4.44336e+00,-3.60e+00,-4.80e-01,
-4.44334e+00,-3.60e+00,-4.80e-01,
-4.44332e+00,-3.60e+00,-4.80e-01,
-4.44330e+00,-3.60e+00,-4.80e-01,
-4.44328e+00,-3.60e+00,-5.60e-01,
-4.44326e+00,-3.60e+00,-4.80e-01,
-4.44324e+00,-3.60e+00,-4.80e-01,
-4.44322e+00,-3.60e+00,-4.80e-01,
-4.44320e+00,-3.60e+00,-4.80e-01,
-4.44318e+00,-3.60e+00,-4.00e-01,
-4.44316e+00,-3.60e+00,-4.80e-01,
-4.44314e+00,-3.60e+00,-4.80e-01,
-4.44312e+00,-3.60e+00,-4.80e-01,
-4.44311e+00,-3.60e+00,-4.80e-01,
-4.44309e+00,-3.60e+00,-4.80e-01,
-4.44307e+00,-3.60e+00,-4.80e-01,
-4.44305e+00,-3.60e+00,-4.80e-01,
-4.44303e+00,-3.60e+00,-4.80e-01,
-4.44301e+00,-3.60e+00,-4.80e-01,
-4.44299e+00,-3.60e+00,-4.80e-01,
-4.44297e+00,-3.60e+00,-4.80e-01,
-4.44295e+00,-3.60e+00,-4.80e-01,
-4.44293e+00,-3.60e+00,-4.80e-01,
-4.44291e+00,-3.60e+00,-4.80e-01,
-4.44289e+00,-3.60e+00,-4.80e-01,
-4.44287e+00,-3.60e+00,-4.80e-01,
-4.44285e+00,-3.60e+00,-4.80e-01,
-4.44283e+00,-3.60e+00,-4.80e-01,
-4.44281e+00,-3.60e+00,-4.80e-01,
-4.44279e+00,-3.60e+00,-4.80e-01,
-4.44277e+00,-3.60e+00,-5.60e-01,
-4.44275e+00,-3.60e+00,-4.80e-01,
-4.44273e+00,-3.60e+00,-5.60e-01,
-4.44271e+00,-3.60e+00,-4.80e-01,
-4.44270e+00,-3.60e+00,-4.80e-01,
-4.44268e+00,-3.60e+00,-4.80e-01,
-4.44266e+00,-3.60e+00,-4.80e-01,
-4.44264e+00,-3.60e+00,-4.80e-01,
-4.44262e+00,-3.60e+00,-4.80e-01,
-4.44260e+00,-3.60e+00,-4.80e-01,
-4.44258e+00,-3.60e+00,-4.80e-01,
-4.44256e+00,-3.60e+00,-4.80e-01,
-4.44254e+00,-3.60e+00,-4.80e-01,
-4.44252e+00,-3.60e+00,-4.80e-01,
-4.44250e+00,-3.60e+00,-4.80e-01,
-4.44248e+00,-3.60e+00,-4.80e-01,
-4.44246e+00,-3.60e+00,-4.80e-01,
-4.44244e+00,-3.60e+00,-4.80e-01,
-4.44242e+00,-3.60e+00,-4.80e-01,
-4.44240e+00,-3.60e+00,-4.80e-01,
-4.44238e+00,-3.60e+00,-4.80e-01,
-4.44236e+00,-3.60e+00,-4.80e-01,
-4.44234e+00,-3.60e+00,-4.80e-01,
-4.44232e+00,-3.60e+00,-4.80e-01,
-4.44230e+00,-3.60e+00,-4.80e-01,
-4.44229e+00,-3.60e+00,-4.80e-01,
-4.44227e+00,-3.60e+00,-4.80e-01,
-4.44225e+00,-3.60e+00,-4.80e-01,
-4.44223e+00,-3.60e+00,-4.80e-01,
-4.44221e+00,-3.60e+00,-4.80e-01,
-4.44219e+00,-3.60e+00,-4.80e-01,
-4.44217e+00,-3.60e+00,-4.80e-01,
-4.44215e+00,-3.60e+00,-4.80e-01,
-4.44213e+00,-3.60e+00,-4.80e-01,
-4.44211e+00,-3.60e+00,-4.80e-01,
-4.44209e+00,-3.60e+00,-4.80e-01,
-4.44207e+00,-3.60e+00,-4.80e-01,
-4.44205e+00,-3.60e+00,-4.80e-01,
-4.44203e+00,-3.60e+00,-4.80e-01,
-4.44201e+00,-3.60e+00,-4.80e-01,
-4.44199e+00,-3.60e+00,-4.80e-01,
-4.44197e+00,-3.60e+00,-4.80e-01,
-4.44195e+00,-3.60e+00,-4.80e-01,
-4.44193e+00,-3.60e+00,-4.80e-01,
-4.44191e+00,-3.60e+00,-4.80e-01,
-4.44189e+00,-3.60e+00,-4.80e-01,
-4.44187e+00,-3.60e+00,-4.80e-01,
-4.44186e+00,-3.60e+00,-4.80e-01,
-4.44184e+00,-3.60e+00,-4.80e-01,
-4.44182e+00,-3.60e+00,-4.80e-01,
-4.44180e+00,-3.60e+00,-4.80e-01,
-4.44178e+00,-3.60e+00,-4.80e-01,
-4.44176e+00,-3.60e+00,-4.80e-01,
-4.44174e+00,-3.60e+00,-4.80e-01,
-4.44172e+00,-3.60e+00,-4.80e-01,
-4.44170e+00,-3.60e+00,-4.80e-01,
-4.44168e+00,-3.60e+00,-4.80e-01,
-4.44166e+00,-3.60e+00,-4.80e-01,
-4.44164e+00,-3.60e+00,-4.80e-01,
-4.44162e+00,-3.60e+00,-4.80e-01,
-4.44160e+00,-3.60e+00,-4.80e-01,
-4.44158e+00,-3.60e+00,-4.80e-01,
-4.44156e+00,-3.60e+00,-4.80e-01,
-4.44154e+00,-3.60e+00,-4.80e-01,
-4.44152e+00,-3.60e+00,-4.80e-01,
-4.44150e+00,-3.60e+00,-4.80e-01,
-4.44148e+00,-3.60e+00,-4.80e-01,
-4.44146e+00,-3.60e+00,-4.80e-01,
-4.44145e+00,-3.60e+00,-4.80e-01,
-4.44143e+00,-3.60e+00,-4.80e-01,
-4.44141e+00,-3.60e+00,-4.80e-01,
-4.44139e+00,-3.60e+00,-4.80e-01,
-4.44137e+00,-3.60e+00,-4.80e-01,
-4.44135e+00,-3.60e+00,-4.00e-01,
-4.44133e+00,-3.60e+00,-4.80e-01,
-4.44131e+00,-3.60e+00,-4.80e-01,
-4.44129e+00,-3.60e+00,-4.80e-01,
-4.44127e+00,-3.60e+00,-4.80e-01,
-4.44125e+00,-3.60e+00,-4.80e-01,
-4.44123e+00,-3.60e+00,-4.80e-01,
-4.44121e+00,-3.60e+00,-4.80e-01,
-4.44119e+00,-3.60e+00,-4.80e-01,
-4.44117e+00,-3.60e+00,-4.80e-01,
-4.44115e+00,-3.60e+00,-4.80e-01,
-4.44113e+00,-3.60e+00,-4.80e-01,
-4.44111e+00,-3.60e+00,-4.80e-01,
-4.44109e+00,-3.60e+00,-4.80e-01,
-4.44107e+00,-3.60e+00,-4.80e-01,
-4.44105e+00,-3.60e+00,-4.80e-01,
-4.44104e+00,-3.60e+00,-4.80e-01,
-4.44102e+00,-3.60e+00,-4.80e-01,
-4.44100e+00,-3.60e+00,-4.00e-01,
-4.44098e+00,-3.60e+00,-4.80e-01,
-4.44096e+00,-3.60e+00,-4.80e-01,
-4.44094e+00,-3.60e+00,-4.80e-01,
-4.44092e+00,-3.60e+00,-4.80e-01,
-4.44090e+00,-3.60e+00,-4.80e-01,
-4.44088e+00,-3.60e+00,-4.80e-01,
-4.44086e+00,-3.60e+00,-4.80e-01,
-4.44084e+00,-3.60e+00,-4.80e-01,
-4.44082e+00,-3.60e+00,-4.80e-01,
-4.44080e+00,-3.60e+00,-4.80e-01,
-4.44078e+00,-3.60e+00,-4.80e-01,
-4.44076e+00,-3.60e+00,-4.80e-01,
-4.44074e+00,-3.60e+00,-4.80e-01,
-4.44072e+00,-3.60e+00,-4.80e-01,
-4.44070e+00,-3.60e+00,-4.80e-01,
-4.44068e+00,-3.60e+00,-4.80e-01,
-4.44066e+00,-3.60e+00,-4.80e-01,
-4.44064e+00,-3.60e+00,-4.80e-01,
-4.44062e+00,-3.60e+00,-4.80e-01,
-4.44061e+00,-3.60e+00,-4.80e-01,
-4.44059e+00,-3.60e+00,-4.80e-01,
-4.44057e+00,-3.60e+00,-4.80e-01,
-4.44055e+00,-3.60e+00,-4.80e-01,
-4.44053e+00,-3.60e+00,-4.80e-01,
-4.44051e+00,-3.60e+00,-4.80e-01,
-4.44049e+00,-3.60e+00,-4.80e-01,
-4.44047e+00,-3.60e+00,-4.80e-01,
-4.44045e+00,-3.60e+00,-4.80e-01,
-4.44043e+00,-3.52e+00,-4.80e-01,
-4.44041e+00,-3.60e+00,-4.80e-01,
-4.44039e+00,-3.60e+00,-4.80e-01,
-4.44037e+00,-3.60e+00,-4.80e-01,
-4.44035e+00,-3.60e+00,-4.80e-01,
-4.44033e+00,-3.60e+00,-4.80e-01,
-4.44031e+00,-3.60e+00,-4.80e-01,
-4.44029e+00,-3.60e+00,-4.80e-01,
-4.44027e+00,-3.60e+00,-4.80e-01,
-4.44025e+00,-3.60e+00,-4.80e-01,
-4.44023e+00,-3.60e+00,-4.80e-01,
-4.44021e+00,-3.60e+00,-4.80e-01,
-4.44020e+00,-3.60e+00,-4.80e-01,
-4.44018e+00,-3.60e+00,-4.80e-01,
-4.44016e+00,-3.60e+00,-4.80e-01,
-4.44014e+00,-3.60e+00,-4.80e-01,
-4.44012e+00,-3.60e+00,-4.80e-01,
-4.44010e+00,-3.60e+00,-4.00e-01,
-4.44008e+00,-3.60e+00,-4.80e-01,
-4.44006e+00,-3.60e+00,-4.80e-01,
-4.44004e+00,-3.60e+00,-4.80e-01,
-4.44002e+00,-3.60e+00,-4.80e-01,
-4.44000e+00,-3.52e+00,-4.80e-01,
-4.43998e+00,-3.60e+00,-4.80e-01,
-4.43996e+00,-3.60e+00,-4.80e-01,
-4.43994e+00,-3.60e+00,-4.80e-01,
-4.43992e+00,-3.60e+00,-4.80e-01,
-4.43990e+00,-3.60e+00,-4.80e-01,
-4.43988e+00,-3.60e+00,-4.80e-01,
-4.43986e+00,-3.60e+00,-4.80e-01,
-4.43984e+00,-3.60e+00,-4.80e-01,
-4.43982e+00,-3.60e+00,-4.80e-01,
-4.43980e+00,-3.60e+00,-4.80e-01,
-4.43979e+00,-3.60e+00,-4.80e-01,
-4.43977e+00,-3.60e+00,-4.80e-01,
-4.43975e+00,-3.60e+00,-4.80e-01,
-4.43973e+00,-3.60e+00,-4.80e-01,
-4.43971e+00,-3.60e+00,-4.80e-01,
-4.43969e+00,-3.60e+00,-4.80e-01,
-4.43967e+00,-3.60e+00,-4.80e-01,
-4.43965e+00,-3.60e+00,-4.80e-01,
-4.43963e+00,-3.60e+00,-4.80e-01,
-4.43961e+00,-3.60e+00,-4.80e-01,
-4.43959e+00,-3.52e+00,-4.80e-01,
-4.43957e+00,-3.60e+00,-4.80e-01,
-4.43955e+00,-3.60e+00,-4.80e-01,
-4.43953e+00,-3.52e+00,-4.80e-01,
-4.43951e+00,-3.60e+00,-4.80e-01,
-4.43949e+00,-3.60e+00,-4.80e-01,
-4.43947e+00,-3.60e+00,-4.80e-01,
-4.43945e+00,-3.60e+00,-4.80e-01,
-4.43943e+00,-3.60e+00,-4.80e-01,
-4.43941e+00,-3.60e+00,-4.80e-01,
-4.43939e+00,-3.60e+00,-4.80e-01,
-4.43937e+00,-3.60e+00,-4.80e-01,
-4.43936e+00,-3.60e+00,-4.80e-01,
-4.43934e+00,-3.60e+00,-4.80e-01,
-4.43932e+00,-3.60e+00,-4.80e-01,
-4.43930e+00,-3.60e+00,-4.80e-01,
-4.43928e+00,-3.60e+00,-4.80e-01,
-4.43926e+00,-3.60e+00,-4.80e-01,
-4.43924e+00,-3.60e+00,-4.80e-01,
-4.43922e+00,-3.52e+00,-4.80e-01,
-4.43920e+00,-3.60e+00,-4.80e-01,
-4.43918e+00,-3.60e+00,-4.80e-01,
-4.43916e+00,-3.60e+00,-4.80e-01,
-4.43914e+00,-3.60e+00,-4.80e-01,
-4.43912e+00,-3.60e+00,-4.80e-01,
-4.43910e+00,-3.60e+00,-4.80e-01,
-4.43908e+00,-3.60e+00,-4.80e-01,
-4.43906e+00,-3.60e+00,-4.80e-01,
-4.43904e+00,-3.60e+00,-4.80e-01,
-4.43902e+00,-3.60e+00,-4.80e-01,
-4.43900e+00,-3.60e+00,-4.80e-01,
-4.43898e+00,-3.60e+00,-4.80e-01,
-4.43896e+00,-3.60e+00,-4.80e-01,
-4.43895e+00,-3.60e+00,-4.80e-01,
-4.43893e+00,-3.60e+00,-4.80e-01,
-4.43891e+00,-3.60e+00,-4.80e-01,
-4.43889e+00,-3.60e+00,-4.80e-01,
-4.43887e+00,-3.60e+00,-4.80e-01,
-4.43885e+00,-3.60e+00,-4.80e-01,
-4.43883e+00,-3.60e+00,-4.80e-01,
-4.43881e+00,-3.60e+00,-4.80e-01,
-4.43879e+00,-3.60e+00,-4.80e-01,
-4.43877e+00,-3.60e+00,-4.80e-01,
-4.43875e+00,-3.60e+00,-4.80e-01,
-4.43873e+00,-3.60e+00,-4.80e-01,
-4.43871e+00,-3.60e+00,-4.80e-01,
-4.43869e+00,-3.60e+00,-4.80e-01,
-4.43867e+00,-3.60e+00,-4.80e-01,
-4.43865e+00,-3.60e+00,-4.80e-01,
-4.43863e+00,-3.60e+00,-4.80e-01,
-4.43861e+00,-3.60e+00,-4.80e-01,
-4.43859e+00,-3.60e+00,-4.80e-01,
-4.43857e+00,-3.52e+00,-4.80e-01,
-4.43855e+00,-3.60e+00,-4.80e-01,
-4.43854e+00,-3.52e+00,-4.80e-01,
-4.43852e+00,-3.60e+00,-4.80e-01,
-4.43850e+00,-3.60e+00,-4.80e-01,
-4.43848e+00,-3.60e+00,-4.80e-01,
-4.43846e+00,-3.60e+00,-4.80e-01,
-4.43844e+00,-3.60e+00,-4.80e-01,
-4.43842e+00,-3.60e+00,-4.80e-01,
-4.43840e+00,-3.60e+00,-4.80e-01,
-4.43838e+00,-3.60e+00,-4.80e-01,
-4.43836e+00,-3.60e+00,-4.80e-01,
-4.43834e+00,-3.60e+00,-4.80e-01,
-4.43832e+00,-3.60e+00,-4.80e-01,
-4.43830e+00,-3.60e+00,-4.80e-01,
-4.43828e+00,-3.60e+00,-4.80e-01,
-4.43826e+00,-3.60e+00,-4.80e-01,
-4.43824e+00,-3.60e+00,-4.80e-01,
-4.43822e+00,-3.60e+00,-4.80e-01,
-4.43820e+00,-3.60e+00,-4.80e-01,
-4.43818e+00,-3.60e+00,-4.80e-01,
-4.43816e+00,-3.60e+00,-4.80e-01,
-4.43814e+00,-3.60e+00,-4.80e-01,
-4.43813e+00,-3.60e+00,-4.80e-01,
-4.43811e+00,-3.60e+00,-4.80e-01,
-4.43809e+00,-3.60e+00,-4.80e-01,
-4.43807e+00,-3.60e+00,-4.80e-01,
-4.43805e+00,-3.60e+00,-4.80e-01,
-4.43803e+00,-3.60e+00,-4.80e-01,
-4.43801e+00,-3.60e+00,-4.80e-01,
-4.43799e+00,-3.60e+00,-4.80e-01,
-4.43797e+00,-3.60e+00,-4.80e-01,
-4.43795e+00,-3.60e+00,-4.80e-01,
-4.43793e+00,-3.60e+00,-4.80e-01,
-4.43791e+00,-3.60e+00,-4.80e-01,
-4.43789e+00,-3.60e+00,-4.80e-01,
-4.43787e+00,-3.60e+00,-4.80e-01,
-4.43785e+00,-3.60e+00,-4.80e-01,
-4.43783e+00,-3.60e+00,-4.80e-01,
-4.43781e+00,-3.60e+00,-4.80e-01,
-4.43779e+00,-3.52e+00,-4.80e-01,
-4.43777e+00,-3.60e+00,-4.00e-01,
-4.43775e+00,-3.60e+00,-4.80e-01,
-4.43773e+00,-3.60e+00,-4.80e-01,
-4.43771e+00,-3.60e+00,-4.80e-01,
-4.43770e+00,-3.60e+00,-4.80e-01,
-4.43768e+00,-3.60e+00,-4.80e-01,
-4.43766e+00,-3.60e+00,-4.80e-01,
-4.43764e+00,-3.60e+00,-4.80e-01,
-4.43762e+00,-3.60e+00,-4.80e-01,
-4.43760e+00,-3.60e+00,-4.80e-01,
-4.43758e+00,-3.60e+00,-4.80e-01,
-4.43756e+00,-3.60e+00,-4.80e-01,
-4.43754e+00,-3.60e+00,-4.80e-01,
-4.43752e+00,-3.60e+00,-4.80e-01,
-4.43750e+00,-3.60e+00,-4.80e-01,
-4.43748e+00,-3.60e+00,-4.80e-01,
-4.43746e+00,-3.60e+00,-4.80e-01,
-4.43744e+00,-3.60e+00,-4.80e-01,
-4.43742e+00,-3.60e+00,-4.80e-01,
-4.43740e+00,-3.52e+00,-4.80e-01,
-4.43738e+00,-3.60e+00,-4.80e-01,
-4.43736e+00,-3.52e+00,-4.80e-01,
-4.43734e+00,-3.60e+00,-4.80e-01,
-4.43732e+00,-3.60e+00,-4.80e-01,
-4.43730e+00,-3.60e+00,-4.80e-01,
-4.43728e+00,-3.60e+00,-4.80e-01,
-4.43727e+00,-3.60e+00,-4.80e-01,
-4.43725e+00,-3.52e+00,-4.80e-01,
-4.43723e+00,-3.60e+00,-4.80e-01,
-4.43721e+00,-3.60e+00,-4.80e-01,
-4.43719e+00,-3.60e+00,-4.80e-01,
-4.43717e+00,-3.60e+00,-4.80e-01,
-4.43715e+00,-3.60e+00,-4.80e-01,
-4.43713e+00,-3.52e+00,-4.80e-01,
-4.43711e+00,-3.60e+00,-4.80e-01,
-4.43709e+00,-3.60e+00,-4.80e-01,
-4.43707e+00,-3.52e+00,-4.80e-01,
-4.43705e+00,-3.60e+00,-4.80e-01,
-4.43703e+00,-3.60e+00,-4.80e-01,
-4.43701e+00,-3.60e+00,-4.80e-01,
-4.43699e+00,-3.60e+00,-4.80e-01,
-4.43697e+00,-3.60e+00,-4.80e-01,
-4.43695e+00,-3.60e+00,-4.80e-01,
-4.43693e+00,-3.60e+00,-4.80e-01,
-4.43691e+00,-3.60e+00,-4.80e-01,
-4.43689e+00,-3.60e+00,-4.80e-01,
-4.43687e+00,-3.60e+00,-4.80e-01,
-4.43686e+00,-3.60e+00,-4.80e-01,
-4.43684e+00,-3.60e+00,-4.80e-01,
-4.43682e+00,-3.60e+00,-4.80e-01,
-4.43680e+00,-3.60e+00,-4.80e-01,
-4.43678e+00,-3.60e+00,-4.80e-01,
-4.43676e+00,-3.60e+00,-4.80e-01,
-4.43674e+00,-3.60e+00,-4.80e-01,
-4.43672e+00,-3.60e+00,-4.80e-01,
-4.43670e+00,-3.52e+00,-4.80e-01,
-4.43668e+00,-3.60e+00,-4.80e-01,
-4.43666e+00,-3.60e+00,-4.80e-01,
-4.43664e+00,-3.60e+00,-4.80e-01,
-4.43662e+00,-3.60e+00,-4.80e-01,
-4.43660e+00,-3.60e+00,-4.80e-01,
-4.43658e+00,-3.60e+00,-4.80e-01,
-4.43656e+00,-3.60e+00,-4.80e-01,
-4.43654e+00,-3.52e+00,-4.80e-01,
-4.43652e+00,-3.60e+00,-4.80e-01,
-4.43650e+00,-3.60e+00,-4.80e-01,
-4.43648e+00,-3.60e+00,-4.80e-01,
-4.43646e+00,-3.60e+00,-4.80e-01,
-4.43645e+00,-3.52e+00,-4.80e-01,
-4.43643e+00,-3.60e+00,-4.80e-01,
-4.43641e+00,-3.60e+00,-4.80e-01,
-4.43639e+00,-3.52e+00,-4.80e-01,
-4.43637e+00,-3.52e+00,-4.80e-01,
-4.43635e+00,-3.60e+00,-4.80e-01,
-4.43633e+00,-3.60e+00,-4.80e-01,
-4.43631e+00,-3.60e+00,-4.80e-01,
-4.43629e+00,-3.60e+00,-4.80e-01,
-4.43627e+00,-3.60e+00,-4.80e-01,
-4.43625e+00,-3.52e+00,-4.80e-01,
-4.43623e+00,-3.60e+00,-4.80e-01,
-4.43621e+00,-3.60e+00,-4.80e-01,
-4.43619e+00,-3.60e+00,-4.80e-01,
-4.43617e+00,-3.52e+00,-4.80e-01,
-4.43615e+00,-3.60e+00,-4.80e-01,
-4.43613e+00,-3.60e+00,-4.80e-01,
-4.43611e+00,-3.60e+00,-4.80e-01,
-4.43609e+00,-3.52e+00,-4.80e-01,
-4.43607e+00,-3.60e+00,-4.80e-01,
-4.43605e+00,-3.60e+00,-4.80e-01,
-4.43604e+00,-3.60e+00,-4.80e-01,
-4.43602e+00,-3.60e+00,-4.80e-01,
-4.43600e+00,-3.60e+00,-4.80e-01,
-4.43598e+00,-3.60e+00,-4.80e-01,
-4.43596e+00,-3.60e+00,-4.80e-01,
-4.43594e+00,-3.60e+00,-4.80e-01,
-4.43592e+00,-3.52e+00,-4.80e-01,
-4.43590e+00,-3.52e+00,-4.80e-01,
-4.43588e+00,-3.60e+00,-4.80e-01,
-4.43586e+00,-3.60e+00,-4.80e-01,
-4.43584e+00,-3.60e+00,-4.80e-01,
-4.43582e+00,-3.60e+00,-4.00e-01,
-4.43580e+00,-3.60e+00,-4.80e-01,
-4.43578e+00,-3.60e+00,-4.80e-01,
-4.43576e+00,-3.60e+00,-4.80e-01,
-4.43574e+00,-3.60e+00,-4.80e-01,
-4.43572e+00,-3.52e+00,-4.80e-01,
-4.43570e+00,-3.60e+00,-4.80e-01,
-4.43568e+00,-3.60e+00,-4.80e-01,
-4.43566e+00,-3.60e+00,-4.80e-01,
-4.43564e+00,-3.60e+00,-4.80e-01,
-4.43563e+00,-3.60e+00,-5.60e-01,
-4.43561e+00,-3.60e+00,-4.80e-01,
-4.43559e+00,-3.52e+00,-4.80e-01,
-4.43557e+00,-3.60e+00,-4.80e-01,
-4.43555e+00,-3.60e+00,-4.80e-01,
-4.43553e+00,-3.52e+00,-4.80e-01,
-4.43551e+00,-3.60e+00,-4.80e-01,
-4.43549e+00,-3.60e+00,-4.80e-01,
-4.43547e+00,-3.60e+00,-4.80e-01,
-4.43545e+00,-3.60e+00,-4.80e-01,
-4.43543e+00,-3.60e+00,-4.80e-01,
-4.43541e+00,-3.60e+00,-4.80e-01,
-4.43539e+00,-3.60e+00,-4.80e-01,
-4.43537e+00,-3.52e+00,-4.80e-01,
-4.43535e+00,-3.60e+00,-4.80e-01,
-4.43533e+00,-3.60e+00,-4.80e-01,
-4.43531e+00,-3.60e+00,-4.80e-01,
-4.43529e+00,-3.60e+00,-4.80e-01,
-4.43527e+00,-3.60e+00,-4.80e-01,
-4.43525e+00,-3.60e+00,-4.80e-01,
-4.43523e+00,-3.60e+00,-4.80e-01,
-4.43521e+00,-3.60e+00,-4.80e-01,
-4.43520e+00,-3.60e+00,-4.80e-01,
-4.43518e+00,-3.60e+00,-4.80e-01,
-4.43516e+00,-3.60e+00,-5.60e-01,
-4.43514e+00,-3.52e+00,-4.80e-01,
-4.43512e+00,-3.52e+00,-4.80e-01,
-4.43510e+00,-3.60e+00,-4.80e-01,
-4.43508e+00,-3.60e+00,-4.80e-01,
-4.43506e+00,-3.60e+00,-4.80e-01,
-4.43504e+00,-3.52e+00,-4.80e-01,
-4.43502e+00,-3.60e+00,-4.80e-01,
-4.43500e+00,-3.60e+00,-4.80e-01,
-4.43498e+00,-3.60e+00,-4.80e-01,
-4.43496e+00,-3.60e+00,-4.80e-01,
-4.43494e+00,-3.60e+00,-4.80e-01,
-4.43492e+00,-3.60e+00,-4.80e-01,
-4.43490e+00,-3.52e+00,-4.80e-01,
-4.43488e+00,-3.52e+00,-4.80e-01,
-4.43486e+00,-3.60e+00,-4.80e-01,
-4.43484e+00,-3.60e+00,-4.80e-01,
-4.43482e+00,-3.52e+00,-4.80e-01,
-4.43480e+00,-3.60e+00,-4.80e-01,
-4.43478e+00,-3.60e+00,-4.80e-01,
-4.43477e+00,-3.52e+00,-4.80e-01,
-4.43475e+00,-3.52e+00,-4.80e-01,
-4.43473e+00,-3.60e+00,-4.80e-01,
-4.43471e+00,-3.60e+00,-4.80e-01,
-4.43469e+00,-3.52e+00,-4.80e-01,
-4.43467e+00,-3.60e+00,-4.80e-01,
-4.43465e+00,-3.60e+00,-4.80e-01,
