#
# Sample name: Sample title.                                                   
# Sample id:   
# Sample type: 
# User name:   
# Sample description: 
#
# Start time:    2019-03-22, 13:21:38
# Real time (s): 666.250
# Live time (s): 666.000
#
# Total counts:  40601
#
# Left marker:  237 (458.873 keV)
# Right marker: 274 (534.434 keV)
# Counts:  2186
#
# Energy calibration coefficients ( E = sum(Ai * n**i) )
#     A0: -25.120346
#     A1: 2.042167
#     A2: 0.000000
#     A3: 0.000000
# Energy unit: keV
#
# Channel data
# n	energy	counts	rate
#-----------------------------------------------------------------------
892	1796.493	2	0.003003
893	1798.535	0	0
894	1800.577	0	0
895	1802.619	3	0.0045045
896	1804.662	1	0.0015015
897	1806.704	2	0.003003
898	1808.746	2	0.003003
899	1810.788	2	0.003003
900	1812.830	0	0
901	1814.873	4	0.00600601
902	1816.915	2	0.003003
903	1818.957	5	0.00750751
904	1820.999	1	0.0015015
905	1823.041	3	0.0045045
906	1825.083	5	0.00750751
907	1827.126	4	0.00600601
908	1829.168	3	0.0045045
909	1831.210	3	0.0045045
910	1833.252	1	0.0015015
911	1835.294	4	0.00600601
912	1837.336	1	0.0015015
913	1839.379	6	0.00900901
914	1841.421	7	0.0105105
915	1843.463	2	0.003003
916	1845.505	1	0.0015015
917	1847.547	4	0.00600601
918	1849.589	3	0.0045045
919	1851.632	2	0.003003
920	1853.674	2	0.003003
921	1855.716	5	0.00750751
922	1857.758	3	0.0045045
923	1859.800	1	0.0015015
924	1861.842	2	0.003003
925	1863.885	4	0.00600601
926	1865.927	3	0.0045045
927	1867.969	6	0.00900901
928	1870.011	3	0.0045045
929	1872.053	2	0.003003
930	1874.095	2	0.003003
931	1876.138	3	0.0045045
932	1878.180	2	0.003003
933	1880.222	2	0.003003
934	1882.264	1	0.0015015
935	1884.306	3	0.0045045
936	1886.348	2	0.003003
937	1888.391	5	0.00750751
938	1890.433	3	0.0045045
939	1892.475	0	0
940	1894.517	2	0.003003
941	1896.559	0	0
942	1898.601	3	0.0045045
943	1900.644	2	0.003003
944	1902.686	1	0.0015015
945	1904.728	0	0
946	1906.770	3	0.0045045
947	1908.812	1	0.0015015
948	1910.854	1	0.0015015
949	1912.897	1	0.0015015
950	1914.939	2	0.003003
951	1916.981	0	0
952	1919.023	1	0.0015015
953	1921.065	2	0.003003
954	1923.107	0	0
955	1925.150	2	0.003003
956	1927.192	0	0
957	1929.234	1	0.0015015
958	1931.276	0	0
959	1933.318	1	0.0015015
960	1935.360	1	0.0015015
961	1937.403	1	0.0015015
962	1939.445	3	0.0045045
963	1941.487	1	0.0015015
964	1943.529	3	0.0045045
965	1945.571	2	0.003003
966	1947.613	0	0
967	1949.656	2	0.003003
968	1951.698	0	0
969	1953.740	1	0.0015015
970	1955.782	1	0.0015015
971	1957.824	2	0.003003
972	1959.866	1	0.0015015
973	1961.909	2	0.003003
974	1963.951	1	0.0015015
975	1965.993	2	0.003003
976	1968.035	4	0.00600601
977	1970.077	1	0.0015015
978	1972.119	0	0
979	1974.162	2	0.003003
980	1976.204	3	0.0045045
981	1978.246	1	0.0015015
982	1980.288	2	0.003003
983	1982.330	1	0.0015015
984	1984.372	1	0.0015015
985	1986.415	3	0.0045045
986	1988.457	2	0.003003
987	1990.499	4	0.00600601
988	1992.541	0	0
989	1994.583	0	0
990	1996.625	0	0
991	1998.668	4	0.00600601
992	2000.710	1	0.0015015
993	2002.752	1	0.0015015
994	2004.794	1	0.0015015
995	2006.836	0	0
996	2008.878	0	0
997	2010.921	1	0.0015015
998	2012.963	1	0.0015015
999	2015.005	1	0.0015015
1000	2017.047	0	0
1001	2019.089	0	0
1002	2021.131	2	0.003003
1003	2023.174	0	0
1004	2025.216	0	0
1005	2027.258	1	0.0015015
1006	2029.300	2	0.003003
1007	2031.342	2	0.003003
1008	2033.384	1	0.0015015
1009	2035.427	0	0
1010	2037.469	0	0
1011	2039.511	1	0.0015015
1012	2041.553	2	0.003003
1013	2043.595	1	0.0015015
1014	2045.637	0	0
1015	2047.680	5	0.00750751
1016	2049.722	2	0.003003
1017	2051.764	0	0
1018	2053.806	1	0.0015015
1019	2055.848	0	0
1020	2057.890	0	0
1021	2059.933	1	0.0015015
1022	2061.975	0	0
1023	2064.017	0	0
1024	2066.059	1	0.0015015
