#
# Sample name: Sample title.                                                   
# Sample id:   
# Sample type: 
# User name:   
# Sample description: 
#
# Start time:    2019-03-22, 13:40:17
# Real time (s): 307.960
# Live time (s): 300.000
#
# Total counts:  1222569
#
# Left marker:  237 (458.873 keV)
# Right marker: 274 (534.434 keV)
# Counts:  45919
#
# Energy calibration coefficients ( E = sum(Ai * n**i) )
#     A0: -25.120346
#     A1: 2.042167
#     A2: 0.000000
#     A3: 0.000000
# Energy unit: keV
#
# Channel data
# n	energy	counts	rate
#-----------------------------------------------------------------------
888	1788.324	156	0.52
889	1790.366	152	0.506667
890	1792.409	160	0.533333
891	1794.451	122	0.406667
892	1796.493	142	0.473333
893	1798.535	132	0.44
894	1800.577	128	0.426667
895	1802.619	131	0.436667
896	1804.662	139	0.463333
897	1806.704	105	0.35
898	1808.746	113	0.376667
899	1810.788	125	0.416667
900	1812.830	103	0.343333
901	1814.873	134	0.446667
902	1816.915	127	0.423333
903	1818.957	112	0.373333
904	1820.999	120	0.4
905	1823.041	120	0.4
906	1825.083	116	0.386667
907	1827.126	110	0.366667
908	1829.168	105	0.35
909	1831.210	130	0.433333
910	1833.252	103	0.343333
911	1835.294	122	0.406667
912	1837.336	110	0.366667
913	1839.379	109	0.363333
914	1841.421	119	0.396667
915	1843.463	120	0.4
916	1845.505	108	0.36
917	1847.547	106	0.353333
918	1849.589	115	0.383333
919	1851.632	128	0.426667
920	1853.674	108	0.36
921	1855.716	122	0.406667
922	1857.758	101	0.336667
923	1859.800	102	0.34
924	1861.842	87	0.29
925	1863.885	108	0.36
926	1865.927	124	0.413333
927	1867.969	115	0.383333
928	1870.011	99	0.33
929	1872.053	111	0.37
930	1874.095	102	0.34
931	1876.138	93	0.31
932	1878.180	100	0.333333
933	1880.222	105	0.35
934	1882.264	104	0.346667
935	1884.306	114	0.38
936	1886.348	107	0.356667
937	1888.391	105	0.35
938	1890.433	117	0.39
939	1892.475	102	0.34
940	1894.517	106	0.353333
941	1896.559	119	0.396667
942	1898.601	123	0.41
943	1900.644	115	0.383333
944	1902.686	115	0.383333
945	1904.728	118	0.393333
946	1906.770	114	0.38
947	1908.812	104	0.346667
948	1910.854	104	0.346667
949	1912.897	113	0.376667
950	1914.939	107	0.356667
951	1916.981	103	0.343333
952	1919.023	111	0.37
953	1921.065	96	0.32
954	1923.107	104	0.346667
955	1925.150	91	0.303333
956	1927.192	101	0.336667
957	1929.234	116	0.386667
958	1931.276	104	0.346667
959	1933.318	105	0.35
960	1935.360	95	0.316667
961	1937.403	107	0.356667
962	1939.445	106	0.353333
963	1941.487	100	0.333333
964	1943.529	115	0.383333
965	1945.571	106	0.353333
966	1947.613	98	0.326667
967	1949.656	124	0.413333
968	1951.698	85	0.283333
969	1953.740	112	0.373333
970	1955.782	97	0.323333
971	1957.824	99	0.33
972	1959.866	95	0.316667
973	1961.909	87	0.29
974	1963.951	123	0.41
975	1965.993	95	0.316667
976	1968.035	113	0.376667
977	1970.077	87	0.29
978	1972.119	101	0.336667
979	1974.162	90	0.3
980	1976.204	106	0.353333
981	1978.246	89	0.296667
982	1980.288	106	0.353333
983	1982.330	108	0.36
984	1984.372	104	0.346667
985	1986.415	113	0.376667
986	1988.457	86	0.286667
987	1990.499	86	0.286667
988	1992.541	108	0.36
989	1994.583	91	0.303333
990	1996.625	105	0.35
991	1998.668	103	0.343333
992	2000.710	105	0.35
993	2002.752	108	0.36
994	2004.794	92	0.306667
995	2006.836	86	0.286667
996	2008.878	83	0.276667
997	2010.921	117	0.39
998	2012.963	72	0.24
999	2015.005	102	0.34
1000	2017.047	94	0.313333
1001	2019.089	103	0.343333
1002	2021.131	107	0.356667
1003	2023.174	103	0.343333
1004	2025.216	103	0.343333
1005	2027.258	109	0.363333
1006	2029.300	101	0.336667
1007	2031.342	118	0.393333
1008	2033.384	107	0.356667
1009	2035.427	117	0.39
1010	2037.469	98	0.326667
1011	2039.511	84	0.28
1012	2041.553	89	0.296667
1013	2043.595	110	0.366667
1014	2045.637	114	0.38
1015	2047.680	106	0.353333
1016	2049.722	95	0.316667
1017	2051.764	100	0.333333
1018	2053.806	92	0.306667
1019	2055.848	102	0.34
1020	2057.890	98	0.326667
1021	2059.933	80	0.266667
1022	2061.975	92	0.306667
1023	2064.017	102	0.34
1024	2066.059	96	0.32
